,Date,HEI US Equity,HEI/A US Equity,HEI US Equity / HEI/A US Equity,SMA_21,SMA_50,SMA_120
3381,2011-09-16,16.2595,11.282,1.4412,1.41142381,1.406424,1.3847725
3382,2011-09-19,16.0006,11.222999999999999,1.4257,1.4126476190000001,1.406916,1.384951667
3383,2011-09-20,15.2895,10.5873,1.4441,1.414409524,1.407924,1.3852383330000002
3384,2011-09-21,15.5648,10.7938,1.442,1.416214286,1.409036,1.3856716669999998
3385,2011-09-22,14.857000000000001,10.3973,1.4289,1.417547619,1.4098,1.3861575000000002
3386,2011-09-23,15.4567,10.7151,1.4425,1.419490476,1.41099,1.3866616669999998
3387,2011-09-26,15.7188,10.9478,1.4358,1.420861905,1.41191,1.3871283330000002
3388,2011-09-27,16.5511,11.5245,1.4362,1.4224571430000001,1.412876,1.3875766669999998
3389,2011-09-28,16.1743,11.2624,1.4361,1.424347619,1.4137540000000002,1.38806
3390,2011-09-29,16.0072,11.01,1.4539,1.4267666669999999,1.414994,1.3887675
3391,2011-09-30,16.135,11.0297,1.4629,1.429290476,1.41639,1.3895958330000002
3392,2011-10-03,15.0962,10.3842,1.4538,1.4313,1.417558,1.3904025
3393,2011-10-04,15.8138,10.7512,1.4709,1.434561905,1.419052,1.391325
3394,2011-10-05,17.2425,11.3213,1.5230000000000001,1.43987619,1.4215,1.39269
3395,2011-10-06,17.0,11.2329,1.5134,1.445004762,1.423818,1.3940275
3396,2011-10-07,17.2196,11.2919,1.525,1.4506047619999998,1.426134,1.39544
3397,2011-10-10,17.6947,11.5376,1.5337,1.457019048,1.42856,1.3968833330000001
3398,2011-10-11,17.6751,11.613,1.5219999999999998,1.4618142859999999,1.43085,1.3982775
3399,2011-10-12,17.6783,11.6752,1.5142,1.4657,1.4329379999999998,1.399604167
3400,2011-10-13,17.544,11.4098,1.5376,1.4706095240000001,1.4354559999999998,1.4011125
3401,2011-10-14,17.5079,11.3115,1.5478,1.475747619,1.4382700000000002,1.402734167
3402,2011-10-17,16.7739,10.9478,1.5322,1.4800809519999998,1.440658,1.404240833
3403,2011-10-18,17.3539,11.1706,1.5535,1.4861666669999998,1.443418,1.405879167
3404,2011-10-19,16.9476,11.0723,1.5306,1.490285714,1.44561,1.407348333
3405,2011-10-20,17.2753,11.3181,1.5263,1.4943,1.4479819999999999,1.4088425
3406,2011-10-21,17.6292,11.6031,1.5193,1.4986047619999998,1.450116,1.410298333
3407,2011-10-24,18.1797,12.0127,1.5134,1.5019809519999998,1.45195,1.411669167
3408,2011-10-25,17.6914,11.8522,1.4927,1.504690476,1.453498,1.4128191669999999
3409,2011-10-26,18.0421,12.1733,1.4821,1.50687619,1.454956,1.413761667
3410,2011-10-27,19.4249,13.1596,1.4761,1.508780952,1.456312,1.4148183330000002
3411,2011-10-28,19.0546,13.0253,1.4629,1.509209524,1.45757,1.4157683330000002
3412,2011-10-31,18.6843,12.8811,1.4505,1.5086190480000001,1.458438,1.416615833
3413,2011-11-01,18.0945,12.5338,1.4437,1.508138095,1.45923,1.4174175
3414,2011-11-02,18.7367,12.927,1.4494,1.507114286,1.4602,1.4182516669999998
3415,2011-11-03,19.3724,13.3562,1.4504,1.503657143,1.461174,1.419046667
3416,2011-11-04,19.1169,13.175999999999998,1.4509,1.500680952,1.4620520000000001,1.41982
3417,2011-11-07,19.13,13.2186,1.4472,1.49697619,1.462942,1.4205616669999999
3418,2011-11-08,19.6313,13.3988,1.4652,1.493714286,1.464318,1.421443333
3419,2011-11-09,18.8744,13.0646,1.4447,1.4900333330000002,1.46515,1.4221658330000002
3420,2011-11-10,19.2512,13.2252,1.4556,1.4872428569999998,1.466064,1.422976667
3421,2011-11-11,19.7231,13.5856,1.4518,1.4831571430000001,1.466868,1.423761667
3422,2011-11-14,19.474,13.4971,1.4428,1.4781571430000002,1.467676,1.4244125
3423,2011-11-15,19.9492,13.7232,1.4537,1.4744190480000001,1.4685219999999999,1.4252616669999998
3424,2011-11-16,19.1955,13.2415,1.4496,1.4694714290000002,1.4694,1.42615
3425,2011-11-17,18.8973,12.985999999999999,1.4552,1.4658809519999998,1.470356,1.4268308330000001
3426,2011-11-18,18.8973,13.0449,1.4486,1.462180952,1.4713479999999999,1.427665833
3427,2011-11-21,18.468,12.6878,1.4556,1.4591476190000001,1.472034,1.4285325
3428,2011-11-22,18.0912,12.3109,1.4695,1.457057143,1.472772,1.4294891669999998
3429,2011-11-23,17.3539,11.7244,1.4802,1.456461905,1.473686,1.430538333
3430,2011-11-25,17.154,11.8063,1.453,1.45507619,1.473948,1.4312850000000001
3431,2011-11-28,18.3534,12.5567,1.4616,1.454385714,1.474356,1.432035833
3432,2011-11-29,17.9208,12.2257,1.4658,1.45452381,1.475158,1.4328575000000001
3433,2011-11-30,19.4445,13.4185,1.4491,1.4544571430000002,1.475258,1.4334841669999998
3434,2011-12-01,19.1103,13.199000000000002,1.4479,1.4546571430000002,1.475376,1.4339125
3435,2011-12-02,19.284000000000002,13.2383,1.4567,1.455004762,1.475932,1.434454167
3436,2011-12-05,19.533,13.4513,1.4521,1.455085714,1.476124,1.434985833
3437,2011-12-06,19.6051,13.448,1.4578,1.455414286,1.476564,1.435539167
3438,2011-12-07,19.4576,13.3857,1.4536,1.4557190480000002,1.476912,1.435925
3439,2011-12-08,18.6909,12.8549,1.454,1.455185714,1.47727,1.43631
3440,2011-12-09,19.6575,13.4545,1.4609999999999999,1.455961905,1.4774120000000002,1.436784167
3441,2011-12-12,19.343,13.2874,1.4557,1.4559666669999998,1.477268,1.437269167
3442,2011-12-13,18.9727,13.0548,1.4533,1.456038095,1.477258,1.4377275
3443,2011-12-14,18.9891,13.0744,1.4524,1.456495238,1.476888,1.4382683330000001
3444,2011-12-15,19.1758,13.1039,1.4634,1.4569571430000001,1.475696,1.4388575000000001
3445,2011-12-16,18.3796,12.7435,1.4423,1.456609524,1.474274,1.4392891669999999
3446,2011-12-19,18.1666,12.5043,1.4528,1.456495238,1.4728299999999999,1.4398716669999998
3447,2011-12-20,19.2971,13.1596,1.4664,1.457342857,1.471484,1.4406183330000002
3448,2011-12-21,19.3561,13.1826,1.4683,1.457947619,1.47041,1.441311667
3449,2011-12-22,19.3266,13.058,1.4801,1.4584523809999999,1.4697280000000001,1.4421116669999998
3450,2011-12-23,19.2578,12.9597,1.486,1.458728571,1.468696,1.44295
3451,2011-12-27,19.5396,13.1072,1.4907,1.46052381,1.467554,1.4437366669999998
3452,2011-12-28,18.9596,12.7631,1.4855,1.461661905,1.46662,1.44444
3453,2011-12-29,19.2512,13.058,1.4743,1.462066667,1.465036,1.445111667
3454,2011-12-30,19.1627,12.8942,1.4861,1.4638285709999999,1.464146,1.4459425
3455,2012-01-03,18.9563,12.8516,1.475,1.465119048,1.46312,1.4466450000000002
3456,2012-01-04,18.5598,12.5993,1.4731,1.4659,1.4621959999999998,1.447395833
3457,2012-01-05,18.4975,12.5927,1.4689,1.4667,1.461306,1.4480549999999999
3458,2012-01-06,18.3403,12.5272,1.464,1.4669952380000002,1.460732,1.448689167
3459,2012-01-09,18.3304,12.4944,1.4671,1.467638095,1.460432,1.449313333
3460,2012-01-10,18.4943,12.5895,1.469,1.4683523809999999,1.4602899999999999,1.4499558330000002
3461,2012-01-11,18.5106,12.5436,1.4757,1.469052381,1.460546,1.4506441669999999
3462,2012-01-12,18.4943,12.6091,1.4667,1.46957619,1.4608700000000001,1.451238333
3463,2012-01-13,17.9536,12.17,1.4752,1.470619048,1.4615,1.451896667
3464,2012-01-17,17.910999999999998,12.1569,1.4733,1.4716142859999999,1.461978,1.4525025
3465,2012-01-18,17.8127,12.1111,1.4708,1.4719666669999998,1.462386,1.4531133330000001
3466,2012-01-19,18.2288,12.4027,1.4697,1.473271429,1.4627620000000001,1.4536175
3467,2012-01-20,18.704,12.7926,1.4621,1.4737142859999999,1.46306,1.454031667
3468,2012-01-23,18.4156,12.6124,1.4601,1.473414286,1.462958,1.4544700000000002
3469,2012-01-24,17.9536,12.3372,1.4552,1.472790476,1.463168,1.4548483330000002
3470,2012-01-25,17.8717,12.2978,1.4532,1.471509524,1.46312,1.455194167
3471,2012-01-26,17.9503,12.3044,1.4589,1.4702190480000001,1.463262,1.455625833
3472,2012-01-27,18.0224,12.4125,1.452,1.46837619,1.4634459999999998,1.4559525
3473,2012-01-30,17.9536,12.3503,1.4537,1.466861905,1.4634459999999998,1.456270833
3474,2012-01-31,18.219,12.6321,1.4423,1.465338095,1.4633,1.4564483330000002
3475,2012-02-01,19.0251,13.1301,1.449,1.4635714290000001,1.463176,1.4567925
3476,2012-02-02,18.917,13.1023,1.4438,1.462085714,1.46308,1.4570524999999999
3477,2012-02-03,19.5068,13.4939,1.4456,1.46077619,1.46288,1.457251667
3478,2012-02-06,18.9891,13.1498,1.4441,1.4595952380000001,1.462372,1.457491667
3479,2012-02-07,19.1955,13.2874,1.4446,1.458671429,1.46166,1.457786667
3480,2012-02-08,19.284000000000002,13.3202,1.4477,1.457747619,1.461554,1.458115
3481,2012-02-09,19.1758,13.3399,1.4375,1.456247619,1.461072,1.4584275
3482,2012-02-10,18.9956,13.270999999999999,1.4314,1.454138095,1.460384,1.4586299999999999
3483,2012-02-13,19.2872,13.5135,1.4273,1.452261905,1.459948,1.4588233330000002
3484,2012-02-14,19.2381,13.4545,1.4299,1.4501047619999998,1.4595879999999999,1.459065
3485,2012-02-15,19.1463,13.565999999999999,1.4114,1.447157143,1.458682,1.4591458330000002
3486,2012-02-16,19.3331,13.6053,1.421,1.444785714,1.4580600000000001,1.4592625
3487,2012-02-17,19.3102,13.6511,1.4145,1.4421571430000002,1.457194,1.459360833
3488,2012-02-21,19.1988,13.638,1.4077,1.4395666669999998,1.4562760000000001,1.459455
3489,2012-02-22,19.1005,13.6249,1.4019,1.4367952380000002,1.455234,1.459445
3490,2012-02-23,18.3534,13.1924,1.3912,1.433747619,1.453838,1.4592891669999999
3491,2012-02-24,18.6778,13.4185,1.3919,1.430828571,1.4525620000000001,1.459125
3492,2012-02-27,18.2682,13.2252,1.3813,1.4271333330000002,1.451122,1.4589491669999999
3493,2012-02-28,18.1535,13.1858,1.3767,1.423547619,1.449608,1.45866
3494,2012-02-29,17.9175,13.0679,1.3711,1.4196142859999998,1.447762,1.458371667
3495,2012-03-01,18.0748,13.1629,1.3732,1.41632381,1.44638,1.458086667
3496,2012-03-02,17.8717,13.0875,1.3655,1.4123476190000002,1.444634,1.4578075000000001
3497,2012-03-05,17.6128,12.9925,1.3556,1.408147619,1.442418,1.45726
3498,2012-03-06,17.2294,12.9434,1.3311,1.4026952380000002,1.439674,1.456414167
3499,2012-03-07,17.3343,13.1662,1.3166,1.39662381,1.436404,1.4554316669999998
3500,2012-03-08,17.4948,13.4054,1.3051,1.389980952,1.4327860000000001,1.4543083330000002
3501,2012-03-09,17.4883,13.4316,1.3019999999999998,1.383042857,1.4290120000000002,1.4531483330000001
3502,2012-03-12,17.5702,13.3333,1.3178,1.377342857,1.425658,1.452249167
3503,2012-03-13,18.0126,13.6577,1.3189,1.371985714,1.42255,1.4512058330000002
3504,2012-03-14,18.1207,13.7101,1.3217,1.366957143,1.419262,1.4502033330000001
3505,2012-03-15,17.602999999999998,13.6151,1.2929,1.360433333,1.41562,1.44907
3506,2012-03-16,17.5112,13.6806,1.28,1.35417619,1.411758,1.4477158330000002
3507,2012-03-19,17.7144,13.7527,1.2881,1.3478476190000002,1.408142,1.446485
3508,2012-03-20,17.2524,13.4414,1.2835,1.341609524,1.404532,1.4452125
3509,2012-03-21,17.2917,13.3628,1.294,1.336195238,1.40107,1.444028333
3510,2012-03-22,17.0918,13.1367,1.3011,1.331395238,1.397712,1.442755
3511,2012-03-23,17.1016,13.1793,1.2976,1.326938095,1.39415,1.4413775
3512,2012-03-26,17.6095,13.3267,1.3214,1.323580952,1.3912440000000001,1.4402741669999999
3513,2012-03-27,17.3638,13.1236,1.3231,1.320809524,1.388202,1.4390425
3514,2012-03-28,17.1016,13.2743,1.2883,1.3166,1.3845020000000001,1.437086667
3515,2012-03-29,17.0721,13.1924,1.2941,1.312933333,1.380968,1.435259167
3516,2012-03-30,16.905,13.1564,1.2849,1.3087285709999998,1.3772719999999998,1.4332583330000002
3517,2012-04-02,16.7281,12.9794,1.2888,1.30507619,1.3738059999999999,1.4312175
3518,2012-04-03,16.6167,12.9401,1.2841,1.301671429,1.3702860000000001,1.429235
3519,2012-04-04,16.3873,12.8319,1.2771,1.2991,1.366724,1.4272591669999999
3520,2012-04-05,16.3086,12.7795,1.2762,1.29717619,1.363184,1.4250808330000002
3521,2012-04-09,16.3512,12.9106,1.2665,1.295338095,1.359336,1.422736667
3522,2012-04-10,16.1841,12.809000000000001,1.2635,1.293504762,1.355566,1.4204975
3523,2012-04-11,16.3676,12.9237,1.2665,1.291061905,1.3518219999999999,1.418105833
3524,2012-04-12,16.5741,13.0515,1.2699,1.288728571,1.348374,1.4159333330000001
3525,2012-04-13,16.325,12.9597,1.2597,1.28577619,1.344588,1.4137116669999998
3526,2012-04-16,16.3381,12.9237,1.2642,1.284409524,1.3409959999999999,1.4115858330000002
3527,2012-04-17,17.0164,13.2841,1.281,1.284457143,1.337704,1.409649167
3528,2012-04-18,16.9279,13.2547,1.2771,1.283933333,1.3343639999999999,1.4078525
3529,2012-04-19,16.4364,13.1285,1.252,1.282433333,1.3305120000000001,1.405935
3530,2012-04-20,16.9509,13.4873,1.2568,1.280661905,1.326694,1.4041075
3531,2012-04-23,16.4921,13.1596,1.2532,1.278380952,1.323008,1.40236
3532,2012-04-24,16.6494,13.0744,1.2734,1.277228571,1.319848,1.4008841669999998
3533,2012-04-25,16.7444,13.1113,1.2771,1.2751190479999999,1.3168440000000001,1.399495833
3534,2012-04-26,16.5888,13.1523,1.2613,1.27217619,1.313472,1.397928333
3535,2012-04-27,16.7649,13.2137,1.2688,1.2712476190000002,1.3106200000000001,1.396415
3536,2012-04-30,16.5151,13.2014,1.251,1.269195238,1.30722,1.3947491669999998
3537,2012-05-01,16.2324,13.1072,1.2384,1.266980952,1.303698,1.3930091669999998
3538,2012-05-02,16.343,13.0376,1.2535,1.2653,1.300614,1.391245
3539,2012-05-03,16.2243,13.1604,1.2328,1.262857143,1.297232,1.389479167
3540,2012-05-04,15.9826,13.1277,1.2175,1.260019048,1.293758,1.3874950000000001
3541,2012-05-07,16.1382,12.9884,1.2425,1.258414286,1.29077,1.3857508330000001
3542,2012-05-08,16.1546,13.0458,1.2383,1.257071429,1.28791,1.3840466669999998
3543,2012-05-09,16.125999999999998,12.8655,1.2534,1.256590476,1.285444,1.3823775
3544,2012-05-10,16.0276,12.8983,1.2426,1.255452381,1.282874,1.3806525
3545,2012-05-11,16.0072,12.9024,1.2406,1.254057143,1.280222,1.378864167
3546,2012-05-14,15.8065,12.8082,1.2341,1.252838095,1.2775940000000001,1.3770766669999999
3547,2012-05-15,15.9048,12.8205,1.2406,1.251714286,1.2752940000000001,1.375285
3548,2012-05-16,15.831,12.7181,1.2448,1.249990476,1.273568,1.3734125
3549,2012-05-17,15.6017,12.759,1.2228,1.247404762,1.271692,1.3712674999999999
3550,2012-05-18,15.1388,12.5747,1.2039,1.245114286,1.269668,1.369191667
3551,2012-05-21,15.4583,12.6689,1.2202,1.243371429,1.268032,1.3671799999999998
3552,2012-05-22,15.7491,12.759,1.2343,1.242471429,1.266362,1.3652508330000002
3553,2012-05-23,17.1377,13.3407,1.2846,1.243004762,1.265676,1.36388
3554,2012-05-24,17.1213,13.3243,1.285,1.243380952,1.264942,1.3625225
3555,2012-05-25,17.1213,13.270999999999999,1.2901,1.2447523809999999,1.264886,1.361134167
3556,2012-05-29,17.281,13.1604,1.3131,1.246861905,1.265548,1.359975833
3557,2012-05-30,16.9984,13.058,1.3018,1.2492809520000001,1.265822,1.3586758330000002
3558,2012-05-31,17.0639,13.7216,1.2436,1.249528571,1.265024,1.356925833
3559,2012-06-01,16.2488,12.8041,1.2690000000000001,1.250266667,1.264524,1.355384167
3560,2012-06-04,16.13,12.9475,1.2458,1.250885714,1.263418,1.3535908330000002
3561,2012-06-05,16.0727,12.927,1.2433,1.2521142859999999,1.262332,1.351820833
3562,2012-06-06,16.3922,12.9843,1.2625,1.2530666670000001,1.261154,1.3502308330000001
3563,2012-06-07,16.3799,12.8901,1.2707,1.2546095240000001,1.260106,1.348716667
3564,2012-06-08,16.5765,12.8205,1.2930000000000001,1.256495238,1.2602,1.347296667
3565,2012-06-11,16.0809,12.8205,1.2543,1.2570523809999998,1.2594040000000002,1.3457299999999999
3566,2012-06-12,16.4495,12.8942,1.2757,1.25872381,1.25922,1.3442541669999999
3567,2012-06-13,16.0686,12.8123,1.2542,1.259680952,1.258528,1.342485833
3568,2012-06-14,16.1792,12.8696,1.2572,1.260471429,1.25799,1.340726667
3569,2012-06-15,15.7983,12.8614,1.2283,1.259685714,1.2570139999999999,1.338628333
3570,2012-06-18,15.8269,12.8123,1.2353,1.260280952,1.2561959999999999,1.336539167
3571,2012-06-19,16.4372,13.1154,1.2533,1.262633333,1.255932,1.334560833
3572,2012-06-20,16.511,13.0867,1.2617,1.2646095240000002,1.255896,1.332695833
3573,2012-06-21,15.9867,12.8154,1.2475,1.265238095,1.255516,1.3308058329999999
3574,2012-06-22,16.0768,12.9679,1.2397,1.2631,1.254912,1.3287525
3575,2012-06-25,15.9007,13.0007,1.2231,1.260152381,1.2541799999999999,1.3266533329999999
3576,2012-06-26,15.9539,13.0335,1.2241,1.257009524,1.253378,1.324578333
3577,2012-06-27,15.9334,13.058,1.2202,1.252585714,1.252162,1.322505833
3578,2012-06-28,15.7041,12.9393,1.2137,1.248390476,1.250894,1.3204200000000001
3579,2012-06-29,16.1874,13.2137,1.225,1.247504762,1.2503540000000002,1.3184025
3580,2012-07-02,16.1628,13.0785,1.2358,1.24592381,1.249934,1.316459167
3581,2012-07-03,16.6011,13.3939,1.2394,1.245619048,1.249658,1.31449
3582,2012-07-05,16.6134,13.4103,1.2389,1.245409524,1.248968,1.312591667
3583,2012-07-06,16.5478,13.2915,1.245,1.24457619,1.248326,1.310673333
3584,2012-07-09,16.4332,13.2669,1.2387,1.243052381,1.247874,1.308718333
3585,2012-07-10,16.4864,13.2506,1.2442,1.240728571,1.247382,1.30683
3586,2012-07-11,15.872,12.8,1.24,1.240047619,1.247162,1.304915833
3587,2012-07-12,15.958,12.8451,1.2423,1.238457143,1.24724,1.303084167
3588,2012-07-13,16.3922,13.1645,1.2452,1.2380285709999999,1.247074,1.301293333
3589,2012-07-16,16.0809,12.9457,1.2422,1.237314286,1.247262,1.299518333
3590,2012-07-17,16.0891,12.9843,1.2391,1.2378285709999999,1.247694,1.297734167
3591,2012-07-18,15.9744,12.8287,1.2452,1.2383,1.2477479999999999,1.295953333
3592,2012-07-19,15.9539,12.8369,1.2428,1.2378,1.247838,1.29421
3593,2012-07-20,15.6959,12.7099,1.2349,1.23652381,1.247468,1.292386667
3594,2012-07-23,15.3149,12.3535,1.2397,1.236152381,1.2474100000000001,1.290698333
3595,2012-07-24,14.7005,11.8907,1.2363,1.235990476,1.2473239999999999,1.288925833
3596,2012-07-25,14.6801,11.9276,1.2308,1.236357143,1.247258,1.2871508329999999
3597,2012-07-26,14.6801,11.9685,1.2266,1.23647619,1.2469780000000001,1.285325833
3598,2012-07-27,15.0774,12.1856,1.2373,1.2372904759999999,1.246828,1.2836025
3599,2012-07-30,14.9668,12.1692,1.2299,1.238061905,1.2469700000000001,1.2818133329999999
3600,2012-07-31,14.6186,12.075,1.2107,1.237380952,1.247106,1.279838333
3601,2012-08-01,14.0124,11.8784,1.1797,1.2347095240000001,1.2462959999999998,1.27769
3602,2012-08-02,14.2541,12.0136,1.1865,1.232190476,1.24534,1.275649167
3603,2012-08-03,14.934000000000001,12.3986,1.2045,1.2305523809999999,1.243738,1.2737924999999999
3604,2012-08-06,14.8316,12.3658,1.1994,1.228380952,1.242026,1.271871667
3605,2012-08-07,15.1306,12.5092,1.2096,1.226995238,1.240416,1.27019
3606,2012-08-08,14.5777,12.1405,1.2007,1.22492381,1.238168,1.268354167
3607,2012-08-09,14.7538,12.2061,1.2087,1.223433333,1.236306,1.2666391670000001
3608,2012-08-10,14.3974,12.0627,1.1935,1.221109524,1.2353040000000002,1.264854167
3609,2012-08-13,14.3155,11.9685,1.1961,1.218771429,1.233846,1.263139167
3610,2012-08-14,14.2459,11.8784,1.1993,1.216728571,1.232916,1.2615399999999999
3611,2012-08-15,14.1722,11.9767,1.1833,1.214071429,1.231716,1.259801667
3612,2012-08-16,14.4343,11.9726,1.2056,1.212185714,1.2305780000000002,1.2583375
3613,2012-08-17,14.7046,12.0791,1.2174,1.21097619,1.2295120000000002,1.25701
3614,2012-08-20,14.6145,12.1119,1.2066,1.2096285709999999,1.227784,1.255639167
3615,2012-08-21,14.5818,12.0627,1.2088,1.208157143,1.226874,1.2542691670000001
3616,2012-08-22,14.2541,11.9726,1.1906,1.205980952,1.225172,1.252811667
3617,2012-08-23,15.5197,12.9311,1.2002,1.20452381,1.224092,1.251516667
3618,2012-08-24,14.5326,12.3986,1.1721,1.2019285709999998,1.2223899999999999,1.250191667
3619,2012-08-27,14.3524,12.1733,1.179,1.199152381,1.2214040000000002,1.2490450000000002
3620,2012-08-28,14.3811,12.2388,1.175,1.196538095,1.220198,1.247960833
3621,2012-08-29,14.4097,12.2921,1.1723,1.194709524,1.2185780000000002,1.24688
3622,2012-08-30,14.2868,12.1242,1.1784,1.1946476190000002,1.216912,1.245718333
3623,2012-08-31,14.2705,12.1774,1.1719,1.193952381,1.2154,1.2444933329999999
3624,2012-09-04,14.335999999999999,12.034,1.1913,1.19332381,1.214432,1.2434066670000001
3625,2012-09-05,14.3606,11.9808,1.1986,1.1932857140000002,1.213942,1.242620833
3626,2012-09-06,14.6186,11.9439,1.2239,1.193966667,1.213938,1.2421533329999999
3627,2012-09-07,14.6514,12.0627,1.2146,1.194628571,1.213826,1.241540833
3628,2012-09-10,14.6145,11.9972,1.2182,1.195080952,1.213916,1.240996667
3629,2012-09-11,14.8644,12.1201,1.2264,1.1966476190000002,1.2139440000000001,1.240433333
3630,2012-09-12,15.0077,12.2593,1.2242,1.197985714,1.2137120000000001,1.2397924999999999
3631,2012-09-13,15.3149,12.5338,1.2219,1.199061905,1.213362,1.239161667
3632,2012-09-14,15.4911,12.6321,1.2263,1.201109524,1.2131100000000001,1.238369167
3633,2012-09-17,15.4788,12.5256,1.2358,1.202547619,1.212926,1.2376416670000001
3634,2012-09-18,15.5197,12.6484,1.227,1.203004762,1.212692,1.237130833
3635,2012-09-19,15.6672,12.5256,1.2508,1.205109524,1.212824,1.2367700000000001
3636,2012-09-20,15.6713,12.5379,1.2499,1.207066667,1.213022,1.236478333
3637,2012-09-21,15.7164,12.9024,1.2181,1.20837619,1.212538,1.235889167
3638,2012-09-24,15.7696,12.4887,1.2627,1.211352381,1.212888,1.235710833
3639,2012-09-25,15.7368,12.3331,1.276,1.2163,1.2135639999999999,1.235701667
3640,2012-09-26,15.6836,12.2634,1.2789,1.221057143,1.21436,1.235724167
3641,2012-09-27,15.831,12.5542,1.261,1.225152381,1.214676,1.235678333
3642,2012-09-28,15.8474,12.4969,1.2681,1.2297142859999999,1.215182,1.235716667
3643,2012-10-01,15.8269,12.3904,1.2774,1.234428571,1.216032,1.2358075000000002
3644,2012-10-02,15.8188,12.4928,1.2662,1.238919048,1.2165620000000001,1.235776667
3645,2012-10-03,15.6221,12.3576,1.2642,1.242390476,1.21712,1.235814167
3646,2012-10-04,15.7983,12.4027,1.2738,1.2459714290000001,1.2179799999999998,1.235894167
3647,2012-10-05,15.8065,12.329,1.2821,1.248742857,1.21909,1.235903333
3648,2012-10-08,15.6467,12.4109,1.2607,1.250938095,1.219558,1.235766667
3649,2012-10-09,15.4829,12.2634,1.2625,1.2530476190000002,1.22021,1.235854167
3650,2012-10-10,15.6549,12.3494,1.2677,1.255014286,1.22135,1.235945
3651,2012-10-11,15.6754,12.3617,1.2681,1.257104762,1.223118,1.2360691670000001
3652,2012-10-12,15.7,12.4232,1.2638,1.2591,1.224664,1.235989167
3653,2012-10-15,15.7983,12.4109,1.2729,1.261319048,1.226032,1.235954167
3654,2012-10-16,15.8106,12.4559,1.2693,1.262914286,1.22743,1.236020833
3655,2012-10-17,15.8106,12.4436,1.2706,1.264990476,1.22865,1.2360358329999999
3656,2012-10-18,16.2693,12.4846,1.3031,1.267480952,1.2306979999999998,1.2364700000000002
3657,2012-10-19,15.8925,12.3904,1.2826,1.269038095,1.232176,1.236838333
3658,2012-10-22,15.7286,12.3126,1.2774,1.271861905,1.233854,1.2370375
3659,2012-10-23,15.6262,12.3658,1.2637,1.271909524,1.235206,1.237295
3660,2012-10-24,15.6017,12.329,1.2654,1.271404762,1.236528,1.2376941670000001
3661,2012-10-25,15.614,12.3576,1.2635,1.270671429,1.238132,1.237869167
3662,2012-10-26,15.5361,12.3249,1.2606,1.2706523809999999,1.239232,1.238055
3663,2012-10-31,15.8228,12.4846,1.2674,1.270619048,1.240232,1.238171667
3664,2012-11-01,16.5601,12.7181,1.3021,1.271795238,1.242142,1.2386675
3665,2012-11-02,15.8884,12.4477,1.2764,1.272280952,1.243494,1.238965833
3666,2012-11-05,16.0154,12.5133,1.2799,1.273028571,1.24528,1.2393475
3667,2012-11-06,16.2734,12.6935,1.2819999999999998,1.273419048,1.246916,1.2396924999999999
3668,2012-11-07,15.9744,12.4027,1.288,1.2737,1.249234,1.2400525
3669,2012-11-08,15.6754,12.3044,1.274,1.274333333,1.251134,1.240479167
3670,2012-11-09,16.1505,12.3617,1.3065,1.2764285709999998,1.2537639999999999,1.241334167
3671,2012-11-12,16.1382,12.501,1.291,1.277538095,1.256138,1.241924167
3672,2012-11-13,15.9826,12.2798,1.3015,1.279128571,1.2586,1.242484167
3673,2012-11-14,15.8228,12.288,1.2877,1.280266667,1.260916,1.24251
3674,2012-11-15,15.573,12.4191,1.254,1.2793666670000001,1.26217,1.2422516670000001
3675,2012-11-16,15.5443,12.4887,1.2447,1.278195238,1.263092,1.241873333
3676,2012-11-19,15.9744,12.927,1.2357,1.276533333,1.263328,1.241228333
3677,2012-11-20,16.1219,13.0294,1.2373,1.2734,1.263782,1.240690833
3678,2012-11-21,16.1382,13.14,1.2282,1.2708095240000001,1.263982,1.2405625
3679,2012-11-23,16.3103,13.270999999999999,1.229,1.268504762,1.264034,1.240229167
3680,2012-11-26,16.5356,13.5291,1.2222,1.266528571,1.263994,1.2400325
3681,2012-11-27,16.7322,13.5782,1.2323,1.2649523809999998,1.264202,1.239940833
3682,2012-11-28,16.8837,13.2547,1.2738,1.265442857,1.265152,1.240035
3683,2012-11-29,17.1827,13.4758,1.2751,1.266133333,1.265938,1.240071667
3684,2012-11-30,16.8673,13.7626,1.2256,1.264142857,1.26591,1.2395100000000001
3685,2012-12-03,17.0885,13.5209,1.2639,1.26232381,1.2661719999999999,1.23959
3686,2012-12-04,17.3507,13.6192,1.274,1.262209524,1.2666540000000002,1.239575833
3687,2012-12-05,16.9861,13.5127,1.2570000000000001,1.261119048,1.267432,1.239599167
3688,2012-12-06,17.3752,13.6438,1.2735,1.260714286,1.2676479999999999,1.239735
3689,2012-12-07,17.4121,13.6479,1.2758,1.260133333,1.267644,1.240130833
3690,2012-12-10,17.4039,13.824000000000002,1.2590000000000001,1.259419048,1.2672459999999999,1.240328333
3691,2012-12-11,17.8299,14.1066,1.2639,1.2573904759999999,1.267304,1.240416667
3692,2012-12-12,17.662,14.123,1.2506,1.255466667,1.2669540000000001,1.240324167
3693,2012-12-13,16.7076,13.6069,1.2279,1.251961905,1.2659639999999999,1.240160833
3694,2012-12-14,16.7076,13.353,1.2512,1.25022381,1.265664,1.240256667
