,Date,HEI US Equity,HEI/A US Equity,HEI US Equity / HEI/A US Equity,SMA_21,SMA_50,SMA_120
804,2001-06-19,3.1197,3.0677,1.0169,1.035919048,1.05457,1.173625
805,2001-06-20,3.1180000000000003,3.0452,1.0239,1.033957143,1.052034,1.170651667
806,2001-06-21,3.1769,3.0331,1.0474,1.034690476,1.051518,1.167826667
807,2001-06-22,3.196,3.0417,1.0507,1.034885714,1.051084,1.1653816670000001
808,2001-06-25,3.2133,3.0244,1.0625,1.035809524,1.0508979999999999,1.163331667
809,2001-06-26,3.1544,2.9811,1.0581,1.0370523809999999,1.05067,1.161038333
810,2001-06-27,3.2064,3.1197,1.0278,1.036466667,1.04974,1.158816667
811,2001-06-28,3.2497,3.0851,1.0534,1.0373666670000001,1.0494,1.1563325
812,2001-06-29,3.3277,3.1111,1.0696,1.039271429,1.049982,1.154148333
813,2001-07-02,3.3624,3.1492,1.0677,1.041304762,1.050142,1.152126667
814,2001-07-03,3.3606,3.1544,1.0654,1.041652381,1.04993,1.1501075
815,2001-07-05,3.3277,3.1509,1.0561,1.042928571,1.049356,1.148031667
816,2001-07-06,3.3936,3.1475,1.0782,1.04602381,1.049428,1.1461675
817,2001-07-09,3.3988,3.2064,1.06,1.048004762,1.048942,1.14414
818,2001-07-10,3.4144,3.2913,1.0374,1.049057143,1.048258,1.1418075
819,2001-07-11,3.4473,3.2774,1.0518,1.0497904759999999,1.047924,1.139706667
820,2001-07-12,3.2739999999999996,3.1787,1.03,1.049157143,1.047104,1.137263333
821,2001-07-13,3.326,3.1579,1.0532,1.0492095240000001,1.046764,1.134711667
822,2001-07-16,3.319,3.1891,1.0408,1.048590476,1.046176,1.13219
823,2001-07-17,3.326,3.2064,1.0373,1.048180952,1.0452620000000001,1.12961
824,2001-07-18,3.43,3.222,1.0646,1.050133333,1.044984,1.1275391670000001
825,2001-07-19,3.5010000000000003,3.2532,1.0762,1.052957143,1.044958,1.12553
826,2001-07-20,3.5045,3.2532,1.0773,1.0555,1.045274,1.123606667
827,2001-07-23,3.6726,3.4144,1.0756,1.0568428570000001,1.045674,1.121403333
828,2001-07-24,3.6484,3.3710000000000004,1.0823,1.058347619,1.04631,1.119668333
829,2001-07-25,3.6362,3.345,1.087,1.059514286,1.0469620000000002,1.117875
830,2001-07-26,3.553,3.326,1.0683,1.06,1.04724,1.1159649999999999
831,2001-07-27,3.4872,3.345,1.0425,1.0607,1.047524,1.113945833
832,2001-07-30,3.4993,3.3381,1.0483,1.060457143,1.047632,1.111751667
833,2001-07-31,3.5617,3.3537,1.062,1.060095238,1.048194,1.109671667
834,2001-08-01,3.5269999999999997,3.352,1.0522,1.059357143,1.047936,1.107781667
835,2001-08-02,3.5478,3.3017,1.0745,1.0597904759999999,1.048786,1.1060733329999999
836,2001-08-03,3.5513,3.2878,1.0801,1.060933333,1.049456,1.1038525
837,2001-08-06,3.5617,3.293,1.0816,1.061095238,1.050226,1.1017549999999998
838,2001-08-07,3.5789999999999997,3.2896,1.088,1.0624285709999999,1.051346,1.100120833
839,2001-08-08,3.5269999999999997,3.1915,1.1051,1.065652381,1.052646,1.098724167
840,2001-08-09,3.5461,3.1934,1.1104,1.068442857,1.0541639999999999,1.097454167
841,2001-08-10,3.5518,3.1896,1.1136,1.07242381,1.055844,1.096055
842,2001-08-13,3.5499,3.1457,1.1285,1.076009524,1.057914,1.094771667
843,2001-08-14,3.5842,3.1267,1.1463,1.081033333,1.0596780000000001,1.093819167
844,2001-08-15,3.6395,3.1457,1.157,1.086733333,1.062232,1.092786667
845,2001-08-16,3.7558,3.1553,1.1903,1.092719048,1.065774,1.0921825
846,2001-08-17,3.7939,3.1267,1.2134,1.099252381,1.069674,1.091434167
847,2001-08-20,3.7939,3.1171,1.2171,1.105909524,1.07371,1.090725
848,2001-08-21,3.7387,3.14,1.1906,1.111385714,1.076794,1.090168333
849,2001-08-22,3.7653,3.2029,1.1756,1.115828571,1.07944,1.089298333
850,2001-08-23,3.8702,3.2716,1.183,1.1204,1.082058,1.088516667
851,2001-08-24,3.9236,3.3078,1.1862,1.126014286,1.084706,1.087800833
852,2001-08-27,3.8797,3.2697,1.1866,1.13287619,1.08752,1.087306667
853,2001-08-28,3.4775,2.9455,1.1806,1.13917619,1.09066,1.086719167
854,2001-08-29,3.445,2.9589,1.1643,1.144047619,1.093608,1.0860125
855,2001-08-30,3.4794,3.0027,1.1587,1.149119048,1.0963040000000002,1.085450833
856,2001-08-31,3.5556,3.0695,1.1584,1.1531142859999999,1.098524,1.084755
857,2001-09-04,3.4813,3.0313,1.1484,1.1563666670000001,1.100478,1.0843725
858,2001-09-05,3.4698,3.0714,1.1297,1.158657143,1.1018219999999999,1.083880833
859,2001-09-06,3.4126,2.978,1.146,1.161419048,1.10358,1.083789167
860,2001-09-07,3.3173,2.9551,1.1226,1.1622523809999998,1.1054760000000001,1.083555833
861,2001-09-10,3.2372,2.8407,1.1396,1.163642857,1.1072,1.083641667
862,2001-09-17,2.8026,2.3641,1.1855,1.167066667,1.109518,1.0845466670000001
863,2001-09-18,2.4975,2.1353,1.1696,1.16902381,1.111556,1.085041667
864,2001-09-19,2.4689,1.9923,1.2392,1.173447619,1.115032,1.085898333
865,2001-09-20,2.324,1.9065,1.219,1.1764,1.11829,1.086596667
866,2001-09-21,2.0933,1.7921,1.1681,1.175342857,1.120088,1.087060833
867,2001-09-24,2.2115,1.7921,1.234,1.17632381,1.1235680000000001,1.088265
868,2001-09-25,2.5109,1.9542,1.2849,1.179552381,1.1285180000000001,1.0899016670000001
869,2001-09-26,2.8121,2.1715,1.295,1.18452381,1.133382,1.091039167
870,2001-09-27,2.997,2.2878,1.31,1.19092381,1.138982,1.092420833
871,2001-09-28,2.8598,2.2211,1.2876,1.195904762,1.14367,1.093394167
872,2001-10-01,2.8026,2.2306,1.2564,1.199247619,1.147982,1.094451667
873,2001-10-02,3.1839,2.5356,1.2556,1.2025333329999999,1.152348,1.095575833
874,2001-10-03,3.2982,2.5547,1.291,1.207790476,1.156876,1.096735
875,2001-10-04,3.1438,2.3831,1.3192,1.215166667,1.161736,1.098139167
876,2001-10-05,2.9741,2.2096,1.3459999999999999,1.224085714,1.16711,1.1004125
877,2001-10-08,3.0027,2.2306,1.3462,1.233028571,1.1725219999999998,1.1026941670000001
878,2001-10-09,2.9360000000000004,2.2096,1.3287,1.241614286,1.17745,1.104835
879,2001-10-10,2.9551,2.2306,1.3248,1.250904762,1.1822059999999999,1.1069625
880,2001-10-11,3.1877,2.3831,1.3376,1.2600285709999999,1.187592,1.109156667
881,2001-10-12,3.1095,2.4213,1.2843,1.267728571,1.192428,1.110939167
882,2001-10-15,3.1267,2.4785,1.2615,1.273533333,1.196692,1.112780833
883,2001-10-16,3.1839,2.4308,1.3098,1.279452381,1.201648,1.114865
884,2001-10-17,3.0789999999999997,2.3831,1.2919999999999998,1.285280952,1.206444,1.116665
885,2001-10-18,3.0123,2.3164,1.3004,1.288195238,1.210962,1.118461667
886,2001-10-19,2.8769,2.1925,1.3122,1.292633333,1.2156040000000001,1.120441667
887,2001-10-22,2.8216,2.1887,1.2892,1.2984,1.2197559999999998,1.1221491670000001
888,2001-10-23,2.7701,2.1639,1.2802,1.3006,1.2236,1.1238875
889,2001-10-24,2.7759,2.2497,1.2339,1.2981714290000002,1.226176,1.125265833
890,2001-10-25,2.8007,2.2401,1.2502,1.296038095,1.228972,1.1267591670000001
891,2001-10-26,2.6977,2.202,1.2251,1.291995238,1.2312020000000001,1.12805
892,2001-10-29,2.7549,2.2401,1.2298,1.289242857,1.233228,1.1293799999999998
893,2001-10-30,2.7835,2.2497,1.2373,1.288333333,1.235048,1.130665833
894,2001-10-31,2.8693,2.2687,1.2647,1.288766667,1.2372020000000001,1.1322174999999999
895,2001-11-01,2.8693,2.2497,1.2754,1.28802381,1.238904,1.133866667
896,2001-11-02,2.8693,2.2802,1.2584,1.285128571,1.2398040000000001,1.1355075000000001
897,2001-11-05,2.8521,2.2497,1.2678,1.281404762,1.240818,1.137275833
898,2001-11-06,2.8979,2.2115,1.3103,1.279695238,1.243212,1.1394408329999999
899,2001-11-07,2.8121,2.2878,1.2292,1.274957143,1.244284,1.1408975000000001
900,2001-11-08,2.8407,2.2764,1.2479,1.271295238,1.245582,1.1425100000000001
901,2001-11-09,2.8407,2.2878,1.2417,1.266728571,1.246692,1.144288333
902,2001-11-12,2.8292,2.2668,1.2481,1.265004762,1.247922,1.1459983329999999
903,2001-11-13,2.8407,2.2668,1.2532,1.2646095240000002,1.249374,1.147825833
904,2001-11-14,2.7263,2.1925,1.2435,1.261452381,1.250958,1.1493125
905,2001-11-15,2.6481,2.0972,1.2627,1.260057143,1.2530379999999999,1.151235
906,2001-11-16,2.6519,2.0972,1.2645,1.258347619,1.25516,1.153050833
907,2001-11-19,2.6786,2.1162,1.2658,1.256138095,1.257508,1.154906667
908,2001-11-20,2.65,2.0972,1.2636,1.2549190479999999,1.260186,1.156836667
909,2001-11-21,2.6691,2.0686,1.2903,1.2554,1.263072,1.158921667
910,2001-11-23,2.65,2.1353,1.2411,1.255742857,1.265442,1.1606433329999999
911,2001-11-26,2.6691,2.1162,1.2613,1.256271429,1.267876,1.162574167
912,2001-11-27,2.6615,2.1143,1.2588,1.25787619,1.269342,1.1645225000000001
913,2001-11-28,2.7377,2.1734,1.2596,1.259295238,1.271142,1.166201667
914,2001-11-29,2.8788,2.2401,1.2851,1.261571429,1.27206,1.1683333329999999
915,2001-11-30,2.7739999999999996,2.2992,1.2065,1.2588,1.27181,1.169944167
916,2001-12-03,2.8712,2.3164,1.2395,1.257090476,1.2732379999999999,1.1717866670000001
917,2001-12-04,2.9017,2.3431,1.2384,1.256138095,1.273326,1.173645833
918,2001-12-05,2.9360000000000004,2.3831,1.232,1.254433333,1.272268,1.175275833
919,2001-12-06,2.8979,2.406,1.2044,1.2493904759999999,1.270456,1.176618333
920,2001-12-07,2.9360000000000004,2.4098,1.2184,1.24887619,1.268624,1.178004167
921,2001-12-10,2.9932,2.4022,1.246,1.248785714,1.267792,1.1796058329999999
922,2001-12-11,3.0218,2.4022,1.2579,1.2495571429999999,1.267822,1.1813725
923,2001-12-12,3.1324,2.4575,1.2746,1.2508190479999999,1.268202,1.1834641670000001
924,2001-12-13,3.1228,2.5318,1.2334,1.24987619,1.26705,1.185268333
925,2001-12-14,3.222,2.5166,1.2803,1.251628571,1.2662719999999998,1.1874049999999998
926,2001-12-17,3.262,2.5967,1.2562,1.251319048,1.264476,1.1891450000000001
927,2001-12-18,3.3936,2.6805,1.266,1.2513904759999999,1.262872,1.190939167
928,2001-12-19,3.3554,2.6882,1.2482,1.2505523809999999,1.261262,1.192486667
929,2001-12-20,3.0962,2.5318,1.2229,1.248614286,1.259224,1.1938600000000001
930,2001-12-21,2.8617,2.345,1.2203,1.245280952,1.2568780000000002,1.1954641670000001
931,2001-12-24,2.8369,2.3545,1.2049,1.2435571429999999,1.25529,1.196726667
932,2001-12-26,2.8007,2.345,1.1943,1.240366667,1.253946,1.197765833
933,2001-12-27,2.8559,2.4194,1.1805,1.236638095,1.25136,1.198705833
934,2001-12-28,2.7968,2.4594,1.1372,1.230809524,1.248264,1.199304167
935,2001-12-31,2.8731,2.5719,1.1171,1.222809524,1.2445979999999999,1.1998125
936,2002-01-02,2.8979,2.5833,1.1218,1.21877619,1.24079,1.200175833
937,2002-01-03,2.9646,2.4689,1.2008,1.216933333,1.2390219999999998,1.201349167
938,2002-01-04,3.0561,2.5166,1.2144,1.215790476,1.237706,1.202824167
939,2002-01-07,3.0275,2.5547,1.1851,1.213557143,1.2367299999999999,1.203935
940,2002-01-08,3.0695,2.5642,1.197,1.213204762,1.235666,1.205326667
941,2002-01-09,3.1171,2.6462,1.178,1.211280952,1.234724,1.206366667
942,2002-01-10,3.1114,2.6138,1.1904,1.2086333329999999,1.2339360000000001,1.207613333
943,2002-01-11,3.1286,2.6024,1.2022,1.205980952,1.233234,1.2089875
944,2002-01-14,2.9551,2.5166,1.1742,1.2012,1.231424,1.209900833
945,2002-01-15,2.9932,2.5069999999999997,1.1939,1.199319048,1.229794,1.210881667
946,2002-01-16,2.9265,2.4594,1.1899,1.195014286,1.228424,1.2118200000000001
947,2002-01-17,2.9074,2.4956,1.165,1.190671429,1.2263680000000001,1.212565
948,2002-01-18,2.8521,2.5356,1.1248,1.183947619,1.222658,1.2129191670000001
949,2002-01-22,2.7644,2.4308,1.1373,1.1786666670000001,1.22082,1.213338333
950,2002-01-23,2.7358,2.3793,1.1498,1.1751857140000002,1.218858,1.2140175
951,2002-01-24,2.6558,2.2973,1.156,1.17212381,1.217144,1.214963333
952,2002-01-25,2.6195,2.2973,1.1402,1.169042857,1.2149860000000001,1.215729167
953,2002-01-28,2.6386,2.2726,1.1611,1.167461905,1.213144,1.2165549999999998
954,2002-01-29,2.6767,2.3088,1.1594,1.166457143,1.211462,1.2174483329999999
955,2002-01-30,2.7301,2.3069,1.1835,1.168661905,1.209878,1.2183566670000001
956,2002-01-31,2.7454,2.3164,1.1852,1.171904762,1.208292,1.2192325000000002
957,2002-02-01,2.7072,2.3984,1.1288,1.172238095,1.205552,1.219625833
958,2002-02-04,2.7701,2.4022,1.1532,1.169971429,1.203344,1.220169167
959,2002-02-05,2.8693,2.4823,1.1559,1.1671857140000002,1.200656,1.2205925
960,2002-02-06,2.9074,2.5642,1.1338,1.164742857,1.19851,1.2207875
961,2002-02-07,2.8693,2.5509,1.1248,1.161304762,1.1957799999999998,1.220880833
962,2002-02-08,2.9551,2.589,1.1414,1.159561905,1.193432,1.220988333
963,2002-02-11,3.0409,2.5833,1.1771,1.158928571,1.191782,1.2212450000000001
964,2002-02-12,3.0771,2.6863,1.1455,1.156228571,1.18899,1.221149167
965,2002-02-13,3.0866,2.7339,1.129,1.15407619,1.18744,1.220638333
966,2002-02-14,3.0789999999999997,2.7358,1.1254,1.150814286,1.185158,1.219905
967,2002-02-15,3.0695,2.7301,1.1243,1.147690476,1.182876,1.219131667
968,2002-02-19,3.0389999999999997,2.7034,1.1241,1.1457428570000001,1.180718,1.2185774999999999
969,2002-02-20,3.1267,2.7072,1.1549,1.14717619,1.179728,1.218405
970,2002-02-21,3.1362,2.7263,1.1503,1.147795238,1.178366,1.2181325
971,2002-02-22,3.0523,2.6863,1.1363,1.147152381,1.176172,1.217716667
972,2002-02-25,2.9837,2.6310000000000002,1.1341,1.146109524,1.1736959999999999,1.217279167
973,2002-02-26,3.2315,2.7263,1.1853,1.148257143,1.17191,1.217318333
974,2002-02-27,3.0789999999999997,2.6596,1.1577,1.148095238,1.170396,1.217263333
975,2002-02-28,2.9551,2.6024,1.1355,1.146957143,1.1675,1.21707
976,2002-03-01,2.9551,2.5871,1.1422,1.144990476,1.1652200000000001,1.216935
977,2002-03-04,2.9551,2.5947,1.1389,1.142785714,1.162678,1.2168558329999999
978,2002-03-05,3.0962,2.6310000000000002,1.1768,1.1450714290000001,1.16125,1.217248333
979,2002-03-06,3.1553,2.6214,1.2036,1.147471429,1.160864,1.217728333
980,2002-03-07,3.1648,2.6310000000000002,1.2029,1.1497095240000001,1.1605159999999999,1.2183975
981,2002-03-08,3.1839,2.6405,1.2058,1.153138095,1.160534,1.2189491670000001
982,2002-03-11,3.1362,2.5757,1.2176,1.157557143,1.161,1.219216667
983,2002-03-12,3.0599,2.5738,1.1889,1.159819048,1.161168,1.2193775
984,2002-03-13,3.0237,2.5738,1.1748,1.1597095240000002,1.16192,1.218840833
985,2002-03-14,3.1839,2.65,1.2014,1.162371429,1.163606,1.218694167
986,2002-03-15,3.1133,2.5928,1.2007,1.165785714,1.165184,1.218965833
987,2002-03-18,3.1171,2.5928,1.2022,1.169442857,1.1652120000000001,1.218700833
988,2002-03-19,3.1228,2.6119,1.1956,1.172838095,1.164836,1.217956667
989,2002-03-20,3.1076,2.6157,1.188,1.175880952,1.164894,1.217065
990,2002-03-21,3.1114,2.5356,1.2271,1.179319048,1.1654959999999999,1.2163741670000001
991,2002-03-22,3.0027,2.5356,1.1842,1.180933333,1.16562,1.2155125
992,2002-03-25,3.0123,2.5166,1.197,1.18382381,1.1657520000000001,1.2150174999999999
993,2002-03-26,3.0561,2.5032,1.2209,1.187957143,1.166126,1.214728333
994,2002-03-27,3.0466,2.5147,1.2115,1.1892047620000001,1.166872,1.214065833
995,2002-03-28,2.9894,2.4918,1.1997,1.1912047620000001,1.166988,1.21307
996,2002-04-01,3.0332,2.4765,1.2248,1.195457143,1.167686,1.2120600000000001
997,2002-04-02,3.0046,2.4022,1.2508,1.200628571,1.169402,1.211265
998,2002-04-03,2.9837,2.4689,1.2085,1.203942857,1.171076,1.2102633329999999
999,2002-04-04,3.0085,2.4689,1.2185,1.2059285709999998,1.1727,1.2093775
1000,2002-04-05,3.0027,2.4842,1.2087,1.206171429,1.173878,1.208303333
1001,2002-04-08,3.0847,2.5147,1.2267,1.207304762,1.175292,1.2078233329999999
1002,2002-04-09,3.1152,2.5738,1.2104,1.20752381,1.176696,1.2073975000000001
1003,2002-04-10,3.2697,2.6882,1.2163,1.207461905,1.1778,1.206618333
1004,2002-04-11,3.2601,2.7149,1.2008,1.208028571,1.178628,1.205858333
1005,2002-04-12,3.2982,2.7168,1.214,1.2098952379999999,1.179238,1.205138333
1006,2002-04-15,3.3078,2.7415,1.2065,1.210138095,1.179664,1.2042575
1007,2002-04-16,3.323,2.7549,1.2062,1.2104,1.1812120000000002,1.2035658329999999
1008,2002-04-17,3.2411,2.7435,1.1814,1.209409524,1.181776,1.2027424999999998
1009,2002-04-18,3.2258,2.7358,1.1791,1.20862381,1.18224,1.202285833
1010,2002-04-19,3.2144,2.7339,1.1757,1.208038095,1.183078,1.201665
1011,2002-04-22,3.1495,2.6729,1.1783,1.2057142859999999,1.184148,1.201275
1012,2002-04-23,3.182,2.6748,1.1896,1.205971429,1.1851120000000002,1.20094
1013,2002-04-24,3.2582,2.7091,1.2027,1.2062428570000001,1.185624,1.200651667
1014,2002-04-25,3.2792,2.7072,1.2113,1.2057857140000001,1.1869399999999999,1.200206667
1015,2002-04-26,3.1934,2.6786,1.1922,1.2048666670000001,1.188204,1.199513333
1016,2002-04-29,3.1934,2.7168,1.1754,1.203709524,1.1892040000000001,1.198821667
1017,2002-04-30,3.2125,2.7454,1.1701,1.201104762,1.19012,1.1980075000000001
1018,2002-05-01,3.1743,2.7072,1.1725,1.19737619,1.191088,1.196859167
1019,2002-05-02,3.2773,2.7263,1.2021,1.197071429,1.192032,1.196633333
1020,2002-05-03,3.283,2.7263,1.2042,1.196390476,1.1931100000000001,1.196269167
1021,2002-05-06,3.1076,2.65,1.1727,1.19467619,1.193838,1.195694167
1022,2002-05-07,2.9837,2.5623,1.1644,1.191709524,1.194444,1.194996667
1023,2002-05-08,3.1457,2.7034,1.1636,1.189480952,1.19401,1.19425
1024,2002-05-09,3.2067,2.7225,1.1779,1.187652381,1.1944139999999999,1.193703333
1025,2002-05-10,3.1076,2.6805,1.1593,1.18567619,1.19489,1.192841667
1026,2002-05-13,3.0962,2.6462,1.17,1.183580952,1.195446,1.192054167
1027,2002-05-14,3.1419,2.7110000000000003,1.1589,1.1813142859999999,1.195846,1.191163333
1028,2002-05-15,3.1743,2.7072,1.1725,1.179709524,1.19576,1.190404167
1029,2002-05-16,3.1343,2.6977,1.1618,1.17877619,1.1949239999999999,1.189333333
1030,2002-05-17,3.1457,2.6882,1.1702,1.1783523809999998,1.1942700000000002,1.1887425
1031,2002-05-20,3.1514,2.6882,1.1723,1.178190476,1.1936,1.188000833
1032,2002-05-21,3.2544,2.7034,1.2038,1.179404762,1.193324,1.1875425
1033,2002-05-22,3.2887,2.7072,1.2148,1.180604762,1.193842,1.187169167
1034,2002-05-23,3.2048,2.6939,1.1897,1.179985714,1.19414,1.186374167
1035,2002-05-24,3.1267,2.6882,1.1631,1.177690476,1.193374,1.1860125
1036,2002-05-28,3.1095,2.6653,1.1667,1.17647619,1.1926940000000001,1.185405833
1037,2002-05-29,3.0218,2.5585,1.1811,1.1767476190000001,1.192272,1.184928333
1038,2002-05-30,2.9189,2.5204,1.1581,1.17617619,1.191522,1.1843125
1039,2002-05-31,2.7072,2.3355,1.1592,1.175542857,1.1909459999999998,1.183935833
1040,2002-06-03,2.7072,2.3259,1.1639,1.17372381,1.189682,1.1834816670000001
1041,2002-06-04,2.6195,2.2611,1.1585,1.171547619,1.189168,1.1827524999999999
1042,2002-06-05,2.6634,2.2783,1.169,1.1713714290000001,1.1886079999999999,1.182011667
1043,2002-06-06,2.6329,2.2459,1.1723,1.171747619,1.1876360000000001,1.1811591670000001
1044,2002-06-07,2.6691,2.2173,1.2038,1.173661905,1.187482,1.1809125
1045,2002-06-10,2.7015,2.2211,1.2163,1.175490476,1.187814,1.1803791670000001
1046,2002-06-11,2.6786,2.2497,1.1907,1.176985714,1.187132,1.179833333
1047,2002-06-12,2.7187,2.1925,1.24,1.1803190479999999,1.186916,1.1796166670000001
1048,2002-06-13,2.6367,2.0724,1.2723,1.185719048,1.188192,1.1798175
1049,2002-06-14,2.4594,1.9084,1.2887,1.191252381,1.1895959999999999,1.180365833
1050,2002-06-17,2.4365,1.8989,1.2831,1.197028571,1.191084,1.1808891670000001
1051,2002-06-18,2.3069,1.8341,1.2578,1.2012,1.191706,1.18133
1052,2002-06-19,2.181,1.7997,1.2119,1.203085714,1.1917360000000001,1.181476667
1053,2002-06-20,2.2192,1.775,1.2503,1.2053,1.192416,1.182058333
1054,2002-06-21,2.2687,1.8379,1.2344,1.206233333,1.193088,1.182868333
1055,2002-06-24,2.2859,1.8417,1.2412,1.208685714,1.193632,1.1839024999999999
1056,2002-06-25,2.2573,1.8112,1.2463,1.212647619,1.194428,1.1849399999999999
1057,2002-06-26,2.1887,1.8112,1.2084,1.2146333329999999,1.194472,1.185003333
1058,2002-06-27,2.3622,1.9065,1.239,1.2173904759999998,1.195624,1.185208333
1059,2002-06-28,2.6729,2.1353,1.2518,1.221852381,1.197078,1.185764167
1060,2002-07-01,2.6024,2.1448,1.2133,1.224428571,1.19783,1.1859
1061,2002-07-02,2.65,2.1162,1.2523,1.228638095,1.19931,1.186519167
1062,2002-07-03,2.6253,2.12,1.2383,1.232438095,1.200284,1.186918333
1063,2002-07-05,2.7319999999999998,2.1829,1.2515,1.236366667,1.20126,1.1873291670000001
1064,2002-07-08,2.7492,2.1829,1.2594,1.240514286,1.202222,1.1880391670000001
1065,2002-07-09,2.7110000000000003,2.1219,1.2776,1.2440285709999999,1.20393,1.1887366670000001
1066,2002-07-10,2.6119,2.0304,1.2864,1.247366667,1.20615,1.189540833
1067,2002-07-11,2.5185,1.9446,1.2951,1.252338095,1.20865,1.190625
1068,2002-07-12,2.4537,1.9618,1.2507,1.252847619,1.210214,1.191674167
1069,2002-07-15,2.4594,1.9256,1.2772,1.2530809520000001,1.211716,1.19284
1070,2002-07-16,2.4384,1.9008,1.2828,1.2528,1.213288,1.193948333
1071,2002-07-17,2.5261,1.9542,1.2927,1.253257143,1.2156879999999999,1.1950875
1072,2002-07-18,2.4804,1.9769999999999999,1.2546,1.253104762,1.217492,1.196040833
1073,2002-07-19,2.3831,1.9637,1.2136,1.253185714,1.218492,1.196478333
1074,2002-07-22,2.5547,2.0533,1.2442,1.252895238,1.219818,1.197185
1075,2002-07-23,2.5585,2.0495,1.2484,1.253561905,1.2216,1.197725833
1076,2002-07-24,2.6691,2.0686,1.2903,1.2559,1.224006,1.198601667
1077,2002-07-25,2.6844,2.1334,1.2583,1.256471429,1.225994,1.199680833
1078,2002-07-26,2.6481,2.1639,1.2238,1.257204762,1.22702,1.200269167
1079,2002-07-29,2.7415,2.1887,1.2526,1.257852381,1.228836,1.201075
1080,2002-07-30,2.6634,2.1048,1.2654,1.2585,1.23074,1.202171667
1081,2002-07-31,2.5528,1.9713,1.295,1.262390476,1.2331940000000001,1.20359
1082,2002-08-01,2.4975,1.9713,1.2669,1.263085714,1.234456,1.204635833
1083,2002-08-02,2.4575,1.9446,1.2637,1.2642952379999999,1.235434,1.2053575
1084,2002-08-05,2.3717,1.8855,1.2578,1.264595238,1.236796,1.206293333
1085,2002-08-06,2.2783,1.8093,1.2592,1.264585714,1.238718,1.2073783329999999
1086,2002-08-07,2.2401,1.754,1.2772,1.264566667,1.240928,1.208643333
1087,2002-08-08,2.3183,1.7997,1.2881,1.264647619,1.243068,1.210008333
1088,2002-08-09,2.2973,1.7978,1.2778,1.26382381,1.245462,1.211289167
1089,2002-08-12,2.2745,1.7921,1.2691,1.2647,1.24766,1.212240833
1090,2002-08-13,2.181,1.733,1.2585,1.263809524,1.249552,1.2131425
1091,2002-08-14,2.2058,1.7197,1.2827,1.2638047620000001,1.2520360000000001,1.2143625
1092,2002-08-15,2.1887,1.7273,1.2671,1.262585714,1.253998,1.215470833
1093,2002-08-16,2.1753,1.7292,1.258,1.262747619,1.2557120000000002,1.216076667
1094,2002-08-19,2.202,1.7159,1.2833,1.266066667,1.2573020000000001,1.217123333
1095,2002-08-20,2.1829,1.7044,1.2808,1.267809524,1.258592,1.218334167
1096,2002-08-21,2.1944,1.7159,1.2789,1.269261905,1.260356,1.219473333
1097,2002-08-22,2.1829,1.7159,1.2722,1.2684,1.261,1.220584167
1098,2002-08-23,2.2001,1.7178,1.2808,1.269471429,1.2611700000000001,1.221450833
1099,2002-08-26,2.3698,1.8169,1.3043,1.273304762,1.261482,1.2222899999999999
1100,2002-08-27,2.1543,1.7349,1.2418,1.272790476,1.260656,1.2226141670000001
1101,2002-08-28,2.0781,1.6796,1.2372,1.2714476190000001,1.2602440000000001,1.222875833
1102,2002-08-29,2.0419,1.5443,1.3222,1.2727428570000001,1.26245,1.2237475
1103,2002-08-30,2.0991,1.6472,1.2743,1.273095238,1.2629299999999999,1.224459167
1104,2002-09-03,1.9961,1.5824,1.2614,1.272985714,1.26347,1.225180833
1105,2002-09-04,1.9237,1.5252,1.2613,1.2731523809999998,1.2638719999999999,1.2256799999999999
1106,2002-09-05,1.9351,1.5252,1.2687,1.273604762,1.26432,1.226246667
1107,2002-09-06,1.9828,1.5405,1.2871,1.27407619,1.265894,1.226954167
1108,2002-09-09,2.0476,1.5443,1.3259,1.27587619,1.2676319999999999,1.22804
1109,2002-09-10,2.0381,1.5443,1.3198,1.27787619,1.268992,1.2291383329999999
1110,2002-09-11,2.0095,1.5328,1.3109,1.279866667,1.270944,1.229836667
1111,2002-09-12,1.9942,1.5252,1.3075,1.2822,1.2720479999999998,1.230864167
1112,2002-09-13,1.9961,1.5671,1.2737,1.281771429,1.272756,1.231503333
1113,2002-09-16,2.0304,1.6015,1.2679,1.281809524,1.273084,1.231895
1114,2002-09-17,2.0342,1.6491,1.2335,1.2806428570000001,1.272566,1.232078333
1115,2002-09-18,2.0647,1.6777,1.2307,1.278138095,1.271628,1.232336667
1116,2002-09-19,2.059,1.6529,1.2457,1.276466667,1.2708139999999999,1.2325108329999999
1117,2002-09-20,2.08,1.6472,1.2627,1.275695238,1.270166,1.23261
1118,2002-09-23,2.059,1.6644,1.2371,1.27402381,1.269894,1.232848333
1119,2002-09-24,2.059,1.6072,1.2811,1.274038095,1.2699719999999999,1.23337
1120,2002-09-25,2.0819,1.5976,1.3031,1.273980952,1.270378,1.234156667
1121,2002-09-26,2.12,1.611,1.3159999999999998,1.277514286,1.270844,1.234900833
1122,2002-09-27,2.1067,1.6205,1.3,1.280504762,1.271752,1.2356475
1123,2002-09-30,2.1582,1.6243,1.3286,1.2808095240000001,1.274052,1.236583333
1124,2002-10-01,2.0952,1.6396,1.2779,1.280980952,1.274726,1.2372258329999999
1125,2002-10-02,2.0304,1.6205,1.2529,1.28057619,1.274816,1.23755
1126,2002-10-03,1.9828,1.5996,1.2396,1.279542857,1.273802,1.237825833
