,Date,BRK/A US Equity  (R1),BRK/B US Equity  (L1),BRK/A US Equity / BRK/B US Equity (1500 scaled),SMA_21,SMA_50,SMA_120
134,1996-11-18,33200.0,22.16,0.9987966,1.0010056920000001,1.001633075,1.0014996170000001
135,1996-11-19,33400.0,22.24,1.001199067,1.001033289,1.0017199490000002,1.001536843
136,1996-11-20,33400.0,22.12,1.006630533,1.001407387,1.001840052,1.001605917
137,1996-11-21,33200.0,22.1,1.0015083329999999,1.001435082,1.00196972,1.001670407
138,1996-11-22,33200.0,22.16,0.9987966,1.001479809,1.001970504,1.0017086659999999
139,1996-11-25,33200.0,22.02,1.0051468000000001,1.001549502,1.00204902,1.0017899590000001
140,1996-11-26,32700.0,22.0,0.990909067,1.000807387,1.0017379309999999,1.001714201
141,1996-11-27,33200.0,22.0,1.0060606,1.001140038,1.001698352,1.001738501
142,1996-11-29,33200.0,22.06,1.003324333,1.000958416,1.001635568,1.0016883220000001
143,1996-12-02,33300.0,22.16,1.001805067,1.0010002409999998,1.0015551409999999,1.0017033640000002
144,1996-12-03,33000.0,22.06,0.997280133,1.000988194,1.001364437,1.001678179
145,1996-12-04,32700.0,21.86,0.997255267,1.001193663,1.001272436,1.001630054
146,1996-12-05,32800.0,21.8,1.003058133,1.001209063,1.001252904,1.001674635
147,1996-12-06,32600.0,21.72,1.000613867,1.00120933,1.001277597,1.001651537
148,1996-12-09,33200.0,22.02,1.005032733,1.001434463,1.001278377,1.00162827
149,1996-12-10,33200.0,22.1,1.0015083329999999,1.0013902159999999,1.001333396,1.001600582
150,1996-12-11,33300.0,22.06,1.006346333,1.001373803,1.001372439,1.001666887
151,1996-12-12,33100.0,21.88,1.0085314,1.001537178,1.00156174,1.001751466
152,1996-12-13,33000.0,21.94,1.002734733,1.001624467,1.001616435,1.0017752770000001
153,1996-12-16,32900.0,21.9,1.001522067,1.001639848,1.001584571,1.001760727
154,1996-12-17,32700.0,21.8,1.0,1.001812381,1.001553272,1.001788229
155,1996-12-18,33100.0,21.82,1.0113046,1.002408,1.001678545,1.001960416
156,1996-12-19,33600.0,22.08,1.014492733,1.003041032,1.0019809309999999,1.002171628
157,1996-12-20,33510.0,22.06,1.0126926,1.003329702,1.002190799,1.002226197
158,1996-12-23,33100.0,21.98,1.003942933,1.003445635,1.002042815,1.002259054
159,1996-12-24,33600.0,22.24,1.007194267,1.0038455240000002,1.002217999,1.002332426
160,1996-12-26,34700.0,22.64,1.021790333,1.004638073,1.002716699,1.002471603
161,1996-12-27,34600.0,22.6,1.020649,1.00605426,1.003061333,1.0025912670000001
162,1996-12-30,34400.0,22.42,1.0228962670000001,1.0068559590000001,1.003494613,1.002774126
163,1996-12-31,34100.0,22.24,1.022182267,1.007753956,1.003950559,1.002985687
164,1997-01-02,33400.0,21.94,1.014889067,1.0083770029999999,1.0042359490000001,1.003105764
165,1997-01-03,33700.0,22.12,1.015672133,1.009252813,1.004573903,1.003193341
166,1997-01-06,33500.0,22.18,1.0069132,1.009712714,1.004693632,1.003210694
167,1997-01-07,33200.0,22.08,1.002415467,1.009682111,1.004784795,1.003151834
168,1997-01-08,33300.0,21.92,1.012773733,1.010261152,1.004966604,1.00315346
169,1997-01-09,33700.0,22.12,1.015672133,1.01076779,1.005150177,1.003244567
170,1997-01-10,33650.0,22.12,1.0141651329999999,1.011370495,1.005451981,1.003297297
171,1997-01-13,33300.0,22.14,1.002710067,1.01119734,1.005363415,1.003210949
172,1997-01-14,34300.0,22.52,1.015393733,1.011524117,1.005652755,1.00335278
173,1997-01-15,34300.0,22.54,1.014492733,1.012084022,1.005991947,1.003460003
174,1997-01-16,34300.0,22.78,1.003804533,1.012192711,1.006209229,1.003273842
175,1997-01-17,34700.0,23.0,1.005797133,1.012468765,1.006270477,1.003227301
176,1997-01-20,34650.0,23.18,0.996548733,1.011766105,1.006189287,1.003201245
177,1997-01-21,34700.0,23.18,0.997986733,1.010980105,1.006142923,1.003151979
178,1997-01-22,34900.0,23.26,1.0002866,1.010389343,1.006099904,1.003102978
179,1997-01-23,34500.0,23.14,0.993949867,1.009913482,1.005845081,1.0030631620000001
180,1997-01-24,34100.0,22.86,0.994459067,1.009307044,1.005632252,1.002990278
181,1997-01-27,33900.0,22.72,0.994718333,1.008017902,1.005508585,1.002946264
182,1997-01-28,33900.0,22.78,0.9920983329999999,1.006658346,1.005326571,1.0028964120000001
183,1997-01-29,34800.0,23.24,0.9982788,1.005486086,1.0053646109999999,1.002913997
184,1997-01-30,34600.0,23.18,0.995110733,1.004196965,1.005290893,1.002899962
185,1997-01-31,34800.0,23.1,1.004329,1.003694105,1.005353492,1.002960007
186,1997-02-03,34800.0,23.24,0.9982788,1.002865851,1.005186457,1.002967113
187,1997-02-04,34900.0,23.34,0.996858067,1.002387035,1.005093452,1.002915211
188,1997-02-05,35300.0,23.68,0.993806333,1.001977076,1.004993647,1.002838572
189,1997-02-06,35200.0,23.58,0.995193667,1.00113993,1.004794584,1.002770563
190,1997-02-07,35800.0,23.94,0.9969368000000001,1.000247771,1.004915139,1.002775787
191,1997-02-10,36000.0,24.0,1.0,0.9995732409999999,1.004793927,1.0028017470000001
192,1997-02-11,35800.0,23.98,0.995273867,0.9992191359999999,1.0046329170000001,1.002709952
193,1997-02-12,36400.0,24.28,0.9994508670000001,0.998459952,1.004585833,1.002744499
194,1997-02-13,37000.0,24.76,0.9962304670000001,0.9975903209999999,1.00456484,1.002715689
195,1997-02-14,36400.0,24.36,0.9961686,0.997226705,1.004543107,1.002686389
196,1997-02-18,35700.0,23.96,0.9933221999999999,0.99663266,1.004348388,1.002709357
197,1997-02-19,36300.0,24.12,1.003316733,0.9969549459999999,1.004402445,1.002755533
198,1997-02-20,35900.0,24.04,0.9955629999999999,0.99683953,1.004213051,1.002678301
199,1997-02-21,36000.0,24.12,0.995024933,0.996588975,1.004083383,1.002618163
200,1997-02-24,36100.0,24.06,1.000277067,0.99689027,1.003961997,1.002657579
201,1997-02-25,36200.0,24.18,0.998070067,0.997062222,1.003752771,1.0026282690000001
202,1997-02-26,36000.0,24.04,0.998336133,0.997234498,1.003664799,1.002574531
203,1997-02-27,35900.0,23.9,1.001394667,0.9976771809999999,1.003662251,1.002549186
204,1997-02-28,35500.0,23.76,0.996071867,0.997572089,1.003583688,1.002500846
205,1997-03-03,36000.0,24.08,0.996677733,0.997646708,1.003291151,1.002499366
206,1997-03-04,35800.0,24.02,0.9936164670000001,0.9971365870000001,1.002873625,1.002440958
207,1997-03-05,36300.0,24.2,1.0,0.9972185490000001,1.002619773,1.002482417
208,1997-03-06,36400.0,24.28,0.9994508670000001,0.9973420159999999,1.002529932,1.0024881959999998
209,1997-03-07,37300.0,24.86,1.000268133,0.9976497209999999,1.0023914090000001,1.002480256
210,1997-03-10,37300.0,24.74,1.005119933,0.9981224,1.002058001,1.002469059
211,1997-03-11,37200.0,24.86,0.997586533,0.99815334,1.001596752,1.002381951
212,1997-03-12,37300.0,24.94,0.9970595999999999,0.998013321,1.001080019,1.002303584
213,1997-03-13,36800.0,24.54,0.999728333,0.998225438,1.00063094,1.002252767
214,1997-03-14,36900.0,24.66,0.9975668670000001,0.9981357240000001,1.000284496,1.002175697
215,1997-03-17,36400.0,24.32,0.997807067,0.9982108000000001,0.999927195,1.002141961
216,1997-03-18,36200.0,24.22,0.9964217329999999,0.9982228540000001,0.999717365,1.0020785190000001
217,1997-03-19,37300.0,24.7,1.006747667,0.998862162,0.9998040090000001,1.0021399229999999
218,1997-03-20,37100.0,24.66,1.0029738000000001,0.998845832,0.999608011,1.0021230909999999
219,1997-03-21,37400.0,25.0,0.9973333329999999,0.998930133,0.999241235,1.002111223
220,1997-03-24,37100.0,24.8,0.9973118670000001,0.999039035,0.998904169,1.0020522040000002
221,1997-03-25,37600.0,25.06,1.0002659999999999,0.9990385079999999,0.998855288,1.002062201
222,1997-03-26,37700.0,25.22,0.996563533,0.998966768,0.9984786840000001,1.002033564
223,1997-03-27,37300.0,24.98,0.995463067,0.9988299559999999,0.9980980909999999,1.001969796
224,1997-03-31,36200.0,24.2,0.9972451999999999,0.998632362,0.9979669040000001,1.001933798
225,1997-04-01,36400.0,24.28,0.9994508670000001,0.998793267,0.9978399790000001,1.0018872140000001
226,1997-04-02,36100.0,24.1,0.9986168670000001,0.998885606,0.9978813409999999,1.001880909
227,1997-04-03,36000.0,24.06,0.997506267,0.999070835,0.997871732,1.0018418009999999
228,1997-04-04,36600.0,24.48,0.996732,0.998915216,0.99780064,1.00172005
229,1997-04-07,37700.0,25.2,0.9973544670000001,0.998815387,0.997868732,1.001711045
230,1997-04-08,37600.0,25.22,0.9939201329999999,0.998513102,0.997857953,1.001686585
231,1997-04-09,37000.0,24.8,0.9946235999999999,0.9980132759999999,0.9978560590000001,1.0016133040000001
232,1997-04-10,37300.0,24.96,0.996260667,0.99795014,0.997939305,1.0015718740000001
233,1997-04-11,36800.0,24.46,1.002998133,0.998232927,0.998033692,1.0016019840000001
234,1997-04-14,37100.0,24.76,0.998923,0.998194578,0.9981099370000001,1.0015878459999998
235,1997-04-15,37600.0,25.14,0.9970829999999999,0.998171537,0.9979650170000001,1.001573751
236,1997-04-16,37800.0,25.2,1.0,0.998275962,0.9979994409999999,1.001566028
237,1997-04-17,37700.0,25.28,0.9941983329999999,0.9981700859999999,0.997946247,1.001535536
238,1997-04-18,37900.0,25.3,0.9986824670000001,0.997786029,0.998043769,1.0014938629999999
239,1997-04-21,37700.0,25.18,0.9980476,0.997551448,0.998100848,1.001423481
240,1997-04-22,37600.0,25.24,0.9931325999999999,0.997351413,0.9980247640000001,1.0013739609999999
241,1997-04-23,37700.0,25.2,0.9973544670000001,0.9973534409999999,0.997971853,1.001292428
242,1997-04-24,37600.0,25.14,0.9970829999999999,0.99720187,0.998008036,1.001260397
243,1997-04-25,37750.0,25.2,0.998677267,0.9973025240000001,0.997992564,1.001269932
244,1997-04-28,37900.0,25.36,0.9963196670000001,0.9973433140000001,0.997994348,1.001298092
245,1997-04-29,38000.0,25.46,0.995024933,0.997237587,0.997971475,1.0012338440000002
246,1997-04-30,38000.0,25.42,0.9965905999999999,0.997101384,0.998036843,1.001200363
247,1997-05-01,37700.0,25.2,0.9973544670000001,0.99704127,0.997917597,1.001175776
248,1997-05-02,38000.0,25.4,0.9973753329999999,0.997035035,0.9979538440000001,1.0011335909999999
249,1997-05-05,39000.0,26.1,0.9961686,0.997008206,0.997976717,1.0010459040000002
250,1997-05-06,39500.0,26.42,0.996719667,0.996977978,0.997905569,1.000976064
251,1997-05-07,39000.0,26.04,0.998463867,0.9971943459999999,0.997913445,1.000955749
252,1997-05-08,39600.0,26.4,1.0,0.997450365,0.997946723,1.000945757
253,1997-05-09,39400.0,26.32,0.9979735999999999,0.997531933,0.997878301,1.000959063
254,1997-05-12,39700.0,26.44,1.001008533,0.997437191,0.997977035,1.000977496
255,1997-05-13,39900.0,26.62,0.999248667,0.9974526979999999,0.998028453,1.000961243
256,1997-05-14,39900.0,26.74,0.9947644,0.9973422890000001,0.998051412,1.000862358
257,1997-05-15,39700.0,26.62,0.994239933,0.9970680000000001,0.997936211,1.000801788
258,1997-05-16,40000.0,26.72,0.9980040000000001,0.997249222,0.9979072729999999,1.000795183
259,1997-05-19,40000.0,26.76,0.9965122,0.9971458759999999,0.997832155,1.000723228
260,1997-05-20,40300.0,26.98,0.9957994000000001,0.997038819,0.9976457440000001,1.000763981
261,1997-05-21,41400.0,27.74,0.994953133,0.9971255109999999,0.9975930759999999,1.0006714190000001
262,1997-05-22,42100.0,28.26,0.9931588,0.996925717,0.99751506,1.000586706
263,1997-05-23,42700.0,28.64,0.993947867,0.996776425,0.9973994509999999,1.000521229
264,1997-05-27,43000.0,28.68,0.999535067,0.996817273,0.997438815,1.000540021
265,1997-05-28,42600.0,28.4,1.0,0.9969925270000001,0.9974826729999999,1.000562893
266,1997-05-29,42300.0,28.38,0.993657467,0.99692741,0.997427388,1.000484554
267,1997-05-30,43000.0,28.9,0.9919261999999999,0.996705295,0.997130959,1.000412157
268,1997-06-02,43000.0,28.92,0.991240267,0.996414143,0.996896288,1.00029722
269,1997-06-03,42800.0,28.6,0.997669,0.996428127,0.996903001,1.000265226
270,1997-06-04,43500.0,29.1,0.996563533,0.996446933,0.996888035,1.000183702
271,1997-06-05,44600.0,29.8,0.997762867,0.99649661,0.996837972,1.0000939640000002
272,1997-06-06,45400.0,30.32,0.9982409999999999,0.9964859970000001,0.996871521,1.000056517
273,1997-06-09,46000.0,30.76,0.996965733,0.996341508,0.996901575,1.000018547
274,1997-06-10,46900.0,31.38,0.996388333,0.9962660190000001,0.9968844370000001,0.99998845
275,1997-06-11,47005.0,31.36,0.9992559329999999,0.996182562,0.9968805390000001,0.9998880440000001
276,1997-06-12,47500.0,31.78,0.996433867,0.9960485240000001,0.9968368790000001,0.9997375540000001
277,1997-06-13,48600.0,32.46,0.9981515999999999,0.996209819,0.996849785,0.9996163790000001
278,1997-06-16,46100.0,30.86,0.9958954,0.996288651,0.996833053,0.999549316
279,1997-06-17,46400.0,31.1,0.994640933,0.996128505,0.996778783,0.999444705
280,1997-06-18,47400.0,31.66,0.998104867,0.996204346,0.9968624770000001,0.999247326
281,1997-06-19,47900.0,32.06,0.9960490670000001,0.996216235,0.996890987,0.9990423270000001
282,1997-06-20,47000.0,31.64,0.9903076,0.9959950190000001,0.996771925,0.998770754
283,1997-06-23,47400.0,31.5,1.0031746670000001,0.996471965,0.996775456,0.9986123579999999
284,1997-06-24,47800.0,32.0,0.995833333,0.996561749,0.996713663,0.99845356
285,1997-06-25,47700.0,31.9,0.996865267,0.9964346159999999,0.996709308,0.998296836
286,1997-06-26,47500.0,31.72,0.9983186,0.9963545490000001,0.99667568,0.9982252140000001
287,1997-06-27,47600.0,31.9,0.994775333,0.9964077809999999,0.99668722,0.998161547
288,1997-06-30,47200.0,31.6,0.9957806,0.9965913240000001,0.9966291829999999,0.998019937
289,1997-07-01,47400.0,31.66,0.9980260670000001,0.996914457,0.996628752,0.997872887
290,1997-07-02,47600.0,31.78,0.9985315999999999,0.996955533,0.996736732,0.9977426070000001
291,1997-07-03,47200.0,31.5,0.9989418,0.9970687840000001,0.9967684790000001,0.997711205
292,1997-07-07,47500.0,31.78,0.996433867,0.9970054979999999,0.9967554959999999,0.997553206
293,1997-07-08,47700.0,31.8,1.0,0.99708926,0.9967819509999999,0.997432433
294,1997-07-09,47400.0,31.6,1.0,0.9972337490000001,0.9968555570000001,0.9974007290000001
295,1997-07-10,47100.0,31.3,1.003194933,0.997557873,0.997018957,0.9973790440000001
296,1997-07-11,47100.0,31.48,0.997458733,0.997472292,0.99703632,0.997386627
297,1997-07-14,46400.0,31.02,0.9972061329999999,0.9975090670000001,0.997033353,0.997380122
298,1997-07-15,46400.0,31.04,0.996563533,0.9974334440000001,0.9970171170000001,0.9973490970000001
299,1997-07-16,47800.0,31.82,1.0014665329999999,0.9976987359999999,0.9971230759999999,0.997411736
300,1997-07-17,47200.0,31.54,0.9976748670000001,0.99784321,0.99714218,0.997438534
301,1997-07-18,46400.0,30.94,0.9997845329999999,0.9979231940000001,0.9971685929999999,0.9974807520000001
302,1997-07-21,47200.0,31.5,0.9989418,0.9980609429999999,0.9971474290000001,0.9975377809999999
303,1997-07-22,48100.0,31.9,1.005224667,0.9987712790000001,0.997292451,0.997595663
304,1997-07-23,47700.0,31.96,0.9949937329999999,0.998381711,0.997172155,0.997594688
305,1997-07-24,47700.0,31.84,0.998743733,0.9985203020000001,0.997162056,0.997548144
306,1997-07-25,47700.0,32.04,0.992509333,0.998312876,0.997116955,0.997500066
307,1997-07-28,47600.0,31.94,0.993529533,0.998084825,0.997102747,0.997472328
308,1997-07-29,47700.0,31.86,0.9981167999999999,0.998243943,0.9971050029999999,0.9975082479999999
309,1997-07-30,47700.0,31.96,0.9949937329999999,0.998206473,0.997074633,0.997506582
310,1997-07-31,47200.0,31.62,0.995150733,0.998069552,0.99706166,0.9974916979999999
311,1997-08-01,47500.0,31.78,0.996433867,0.99796966,0.997091275,0.9974619809999999
312,1997-08-04,47300.0,31.68,0.995370333,0.99779959,0.997135505,0.9974627840000001
313,1997-08-05,47200.0,31.5,0.9989418,0.997919016,0.9972353840000001,0.9974585420000001
314,1997-08-06,47000.0,31.6,0.9915611999999999,0.997517168,0.997075907,0.9974196320000001
315,1997-08-07,46900.0,31.22,1.0014948000000001,0.997588349,0.997105803,0.997464017
316,1997-08-08,45500.0,30.64,0.9899912670000001,0.996959603,0.997032479,0.9974362590000001
317,1997-08-11,44700.0,29.96,0.9946596,0.996826311,0.997087147,0.997364116
318,1997-08-12,44600.0,29.74,0.9997758,0.9969486759999999,0.997257857,0.997399223
319,1997-08-13,44600.0,29.62,1.003826267,0.9972945209999999,0.997381003,0.997472567
320,1997-08-14,44700.0,29.52,1.0094851329999999,0.9976763590000001,0.997639435,0.9975493009999999
321,1997-08-15,44600.0,29.14,1.020361467,0.9987566729999999,0.998091407,0.9977350629999999
322,1997-08-18,44505.0,29.36,1.0105586,0.999269724,0.9983377590000001,0.997836917
323,1997-08-19,45000.0,30.2,0.993377533,0.9990047590000001,0.998265995,0.997770107
324,1997-08-20,44800.0,30.0,0.9955556000000001,0.9985443270000001,0.99824934,0.997765805
325,1997-08-21,43900.0,29.48,0.9927634,0.998438121,0.998119489,0.9977331859999999
326,1997-08-22,43200.0,28.98,0.9937888,0.998202171,0.9980665879999999,0.9977346220000001
327,1997-08-25,43500.0,29.26,0.9911142,0.9981357359999999,0.99792584,0.997660573
328,1997-08-26,43500.0,29.04,0.9986225329999999,0.99837826,0.9979803829999999,0.9976536709999999
329,1997-08-27,43000.0,28.76,0.996754733,0.9983134,0.9980226590000001,0.9976243920000001
330,1997-08-28,42000.0,28.06,0.9978617329999999,0.998449971,0.998017796,0.9975639070000001
331,1997-08-29,41500.0,27.84,0.9937739329999999,0.998384409,0.997972293,0.9975321359999999
