,Date,BF/A US Equity,BF/B US Equity,BF/A US Equity / BF/B US Equity,SMA_21,SMA_50,SMA_120
6007,2012-01-05,20.64,21.0667,0.9797,0.979652381,0.977294,0.978395833
6008,2012-01-06,20.4373,20.7067,0.987,0.979961905,0.9774579999999999,0.978544167
6009,2012-01-09,20.5787,21.08,0.9762,0.979738095,0.9775379999999999,0.978625
6010,2012-01-10,21.096,21.4133,0.9852,0.97987619,0.9777399999999999,0.978811667
6011,2012-01-11,21.008000000000003,21.311999999999998,0.9857,0.980114286,0.977928,0.979004167
6012,2012-01-12,20.6347,21.0667,0.9795,0.979995238,0.978022,0.979083333
6013,2012-01-13,20.656,21.0293,0.9822,0.980042857,0.978218,0.9792333329999999
6014,2012-01-17,21.0,21.4053,0.9811,0.9802047620000001,0.97826,0.979351667
6015,2012-01-18,21.0667,21.6027,0.9752,0.9802714290000001,0.978294,0.979401667
6016,2012-01-19,21.2933,21.8667,0.9738,0.979409524,0.9783139999999999,0.9794799999999999
6017,2012-01-20,21.4373,21.9733,0.9756,0.979138095,0.97849,0.979530833
6018,2012-01-23,21.375999999999998,21.9627,0.9733,0.9789904759999999,0.9783700000000001,0.9795866670000001
6019,2012-01-24,21.3867,21.9413,0.9747,0.9792142859999999,0.9782959999999999,0.9796100000000001
6020,2012-01-25,21.2213,22.1973,0.956,0.9783666670000001,0.97783,0.979498333
6021,2012-01-26,21.488000000000003,21.9813,0.9776,0.9785142859999999,0.977886,0.979509167
6022,2012-01-27,21.3307,21.7067,0.9827,0.978980952,0.9780040000000001,0.9796341670000001
6023,2012-01-30,20.991999999999997,21.5173,0.9756,0.9788095240000001,0.977934,0.979626667
6024,2012-01-31,21.1893,21.656,0.9785,0.978885714,0.977974,0.979641667
6025,2012-02-01,21.5509,22.0053,0.9794,0.978638095,0.97824,0.9796216670000001
6026,2012-02-02,21.6667,22.1013,0.9803,0.978533333,0.97834,0.9795925
6027,2012-02-03,21.864,22.432,0.9747,0.9778095240000001,0.97821,0.979618333
6028,2012-02-06,21.7333,22.232,0.9776,0.9777095240000001,0.9781799999999999,0.979635833
6029,2012-02-07,21.64,22.136,0.9776,0.977261905,0.978246,0.9796583329999999
6030,2012-02-08,21.511999999999997,21.9893,0.9783,0.977361905,0.97811,0.9796725000000001
6031,2012-02-09,21.56,22.144000000000002,0.9736,0.9768095240000001,0.978016,0.9796600000000001
6032,2012-02-10,21.3013,21.9573,0.9701,0.976066667,0.9778399999999999,0.97959
6033,2012-02-13,21.4267,21.9867,0.9745,0.975828571,0.9779620000000001,0.9795191670000001
6034,2012-02-14,21.424,21.8667,0.9798,0.975714286,0.9780459999999999,0.9795174999999999
6035,2012-02-15,21.28,21.712,0.9801,0.975666667,0.978332,0.9795191670000001
6036,2012-02-16,21.264,21.8133,0.9748,0.9756476190000001,0.978268,0.9795666670000001
6037,2012-02-17,21.1173,21.6587,0.975,0.975704762,0.978158,0.979563333
6038,2012-02-21,20.9334,21.5893,0.9696,0.975419048,0.977932,0.979478333
6039,2012-02-22,20.9067,21.5467,0.9703,0.97527619,0.977692,0.979494167
6040,2012-02-23,20.8773,21.5467,0.9689,0.975,0.977456,0.9794183329999999
6041,2012-02-24,20.9173,21.6267,0.9672,0.975533333,0.97716,0.979258333
6042,2012-02-27,21.0507,21.6267,0.9734,0.975333333,0.9770040000000001,0.9791274999999999
6043,2012-02-28,21.0933,21.72,0.9711,0.974780952,0.976872,0.978970833
6044,2012-02-29,21.191999999999997,21.7733,0.9733,0.974671429,0.9768620000000001,0.9788066670000001
6045,2012-03-01,21.24,21.8,0.9743,0.9744714290000001,0.97651,0.978616667
6046,2012-03-02,20.9893,21.6293,0.9704,0.974042857,0.976292,0.978429167
6047,2012-03-05,20.9467,21.6,0.9698,0.973542857,0.97616,0.978195833
6048,2012-03-06,20.824,21.368000000000002,0.9745,0.973533333,0.97625,0.977951667
6049,2012-03-07,20.695999999999998,21.3573,0.9690000000000001,0.97312381,0.9761540000000001,0.977683333
6050,2012-03-08,20.648000000000003,21.2693,0.9708,0.9728,0.97608,0.9774725000000001
6051,2012-03-09,20.664,21.3227,0.9691,0.972361905,0.9760040000000001,0.977361667
6052,2012-03-12,20.8373,21.4933,0.9695,0.972166667,0.9758100000000001,0.977201667
6053,2012-03-13,21.1733,21.776,0.9723,0.9722714290000001,0.975718,0.977060833
6054,2012-03-14,20.8773,21.48,0.9719,0.972147619,0.9754639999999999,0.9769416670000001
6055,2012-03-15,20.6773,21.344,0.9688,0.97162381,0.97519,0.9768
6056,2012-03-16,20.8133,21.4,0.9726,0.9712666670000001,0.974844,0.976714167
6057,2012-03-19,20.8053,21.4187,0.9714,0.9711047620000001,0.974678,0.9766058329999999
6058,2012-03-20,20.7504,21.3947,0.9699,0.970861905,0.9743360000000001,0.9764733329999999
6059,2012-03-21,20.92,21.4613,0.9748,0.9711095240000001,0.974308,0.9764558329999999
6060,2012-03-22,21.0373,21.5733,0.9752,0.971342857,0.974108,0.976526667
6061,2012-03-23,21.2133,21.784000000000002,0.9738,0.97157619,0.9738700000000001,0.9765674999999999
6062,2012-03-26,21.6667,22.3333,0.9702,0.971719048,0.973684,0.9764558329999999
6063,2012-03-27,21.6667,22.3253,0.9705,0.971580952,0.97345,0.976421667
6064,2012-03-28,21.535999999999998,22.2213,0.9692,0.9714904759999999,0.9732120000000001,0.97636
6065,2012-03-29,21.5413,22.072,0.976,0.971619048,0.9732280000000001,0.9763033329999999
6066,2012-03-30,21.7787,22.2373,0.9794,0.971861905,0.97334,0.976315833
6067,2012-04-02,21.984,22.568,0.9741,0.972038095,0.97331,0.976313333
6068,2012-04-03,21.791999999999998,22.3733,0.9740000000000001,0.972238095,0.973324,0.976306667
6069,2012-04-04,22.0,22.5573,0.9753,0.97227619,0.9733360000000001,0.976261667
6070,2012-04-05,21.808000000000003,22.416,0.9729,0.972461905,0.9736739999999999,0.9762625
6071,2012-04-09,21.6133,22.1947,0.9738,0.972604762,0.973598,0.976255833
6072,2012-04-10,21.4213,21.8907,0.9786,0.973057143,0.9735159999999999,0.9761158329999999
6073,2012-04-11,21.568,22.112,0.9754,0.973338095,0.973512,0.975956667
6074,2012-04-12,21.6107,22.1467,0.9758,0.973504762,0.973458,0.975916667
6075,2012-04-13,21.5813,22.2267,0.971,0.973461905,0.97329,0.975811667
6076,2012-04-16,21.72,22.2453,0.9764,0.97382381,0.9732120000000001,0.9757174999999999
6077,2012-04-17,21.8,22.344,0.9757,0.9739714290000001,0.973232,0.9756716670000001
6078,2012-04-18,21.6747,22.2267,0.9752,0.9741523809999999,0.973184,0.975641667
6079,2012-04-19,21.8,22.4773,0.9699,0.9741523809999999,0.97303,0.9756225000000001
6080,2012-04-20,22.0453,22.6613,0.9728,0.974057143,0.9729200000000001,0.975603333
6081,2012-04-23,21.8373,22.36,0.9766,0.97412381,0.97298,0.9756058329999999
6082,2012-04-24,22.0667,22.64,0.9747,0.974166667,0.9730719999999999,0.9756049999999999
6083,2012-04-25,22.392,22.864,0.9794,0.974604762,0.9731700000000001,0.975663333
6084,2012-04-26,22.6293,23.0853,0.9802,0.975066667,0.9731780000000001,0.9756733329999999
6085,2012-04-27,22.448,23.0373,0.9744,0.9753142859999999,0.9730639999999999,0.975680833
6086,2012-04-30,22.5573,23.0267,0.9796,0.9754857140000001,0.97316,0.9757375
6087,2012-05-01,22.5333,23.1627,0.9728,0.9751714290000001,0.973116,0.9757875
6088,2012-05-02,22.8933,23.4027,0.9782,0.9753666670000001,0.9732879999999999,0.9757783329999999
6089,2012-05-03,22.6773,23.2613,0.9749,0.975409524,0.9733799999999999,0.975749167
6090,2012-05-04,22.5234,23.0667,0.9764,0.975461905,0.9735299999999999,0.975725
6091,2012-05-07,22.5733,23.2347,0.9715,0.9753952379999999,0.973616,0.9756975
6092,2012-05-08,22.528000000000002,23.1067,0.975,0.975452381,0.973648,0.9756825000000001
6093,2012-05-09,22.3413,22.8747,0.9767,0.975361905,0.9737600000000001,0.9756625
6094,2012-05-10,22.528000000000002,23.088,0.9757,0.97537619,0.973808,0.9756558329999999
6095,2012-05-11,22.5445,23.1173,0.9752,0.9753476190000001,0.973826,0.975731667
6096,2012-05-14,22.4107,23.0347,0.9729,0.975438095,0.9738760000000001,0.975711667
6097,2012-05-15,22.8693,23.4107,0.9769,0.975461905,0.974018,0.9756758329999999
6098,2012-05-16,22.9765,23.5493,0.9757,0.975461905,0.974042,0.9756475
6099,2012-05-17,22.5973,23.1253,0.9772,0.975557143,0.9742059999999999,0.9756716670000001
6100,2012-05-18,22.4667,22.855999999999998,0.983,0.976180952,0.97445,0.9756541670000001
6101,2012-05-21,22.3733,23.048000000000002,0.9707,0.976080952,0.974482,0.9755908329999999
6102,2012-05-22,22.456,23.0773,0.9731,0.975914286,0.9745540000000001,0.9755425
6103,2012-05-23,22.392,23.0027,0.9735,0.9758571429999999,0.974578,0.975585
6104,2012-05-24,22.7067,23.2987,0.9746,0.9756285709999999,0.9746319999999999,0.975576667
6105,2012-05-25,22.7467,23.3893,0.9725,0.975261905,0.974706,0.9756325000000001
6106,2012-05-29,22.9333,23.5067,0.9756,0.975319048,0.974766,0.9756125
6107,2012-05-30,22.7867,23.328000000000003,0.9768,0.9751857140000001,0.974874,0.975581667
6108,2012-05-31,22.704,23.248,0.9766,0.9753666670000001,0.975008,0.975545833
6109,2012-06-01,21.9093,22.528000000000002,0.9725,0.975095238,0.9749620000000001,0.975464167
6110,2012-06-04,21.8933,22.4,0.9774,0.9752142859999999,0.9750059999999999,0.975436667
6111,2012-06-05,22.1333,22.5973,0.9795,0.975361905,0.9751200000000001,0.975415833
6112,2012-06-06,23.1813,23.64,0.9806,0.975795238,0.9753280000000001,0.975410833
6113,2012-06-07,23.1003,23.5627,0.9804,0.9760523809999999,0.975526,0.975433333
6114,2012-06-08,23.1467,23.7867,0.9731,0.975880952,0.9756040000000001,0.9754275
6115,2012-06-11,22.784000000000002,23.4213,0.9728,0.9757428570000001,0.97554,0.9752683329999999
6116,2012-06-12,23.0613,23.6987,0.9731,0.975642857,0.9754139999999999,0.9752
6117,2012-06-13,23.0907,23.584,0.9791,0.975938095,0.975514,0.9752225
6118,2012-06-14,23.5813,24.272,0.9715,0.975680952,0.9754639999999999,0.9752350000000001
6119,2012-06-15,23.6533,24.4053,0.9692,0.9753714290000001,0.975342,0.9751966670000001
6120,2012-06-18,24.0262,24.5573,0.9784,0.9754285709999999,0.9754520000000001,0.9752291670000001
6121,2012-06-19,24.264,24.8453,0.9766,0.97512381,0.975508,0.97526
6122,2012-06-20,24.1467,24.7973,0.9738,0.9752714290000001,0.9754120000000001,0.9752149999999999
6123,2012-06-21,24.136,24.7787,0.9741,0.975319048,0.9753860000000001,0.975191667
6124,2012-06-22,24.304000000000002,24.7413,0.9823,0.975738095,0.9755159999999999,0.9751725
6125,2012-06-25,24.128,24.791999999999998,0.9732,0.975671429,0.97556,0.975095
6126,2012-06-26,24.96,25.5307,0.9776,0.975914286,0.975584,0.9749924999999999
6127,2012-06-27,24.5147,25.0587,0.9783,0.976042857,0.9756360000000001,0.9749808329999999
6128,2012-06-28,24.6053,25.2533,0.9743,0.97592381,0.975618,0.974875
6129,2012-06-29,25.3333,25.8267,0.9809,0.976128571,0.9758379999999999,0.974914167
6130,2012-07-02,25.215999999999998,25.8507,0.9754,0.976266667,0.9758899999999999,0.9748325000000001
6131,2012-07-03,24.9893,25.72,0.9716,0.975990476,0.9757899999999999,0.974715
6132,2012-07-05,24.84,25.3413,0.9802,0.97602381,0.9759,0.974720833
6133,2012-07-06,24.5333,25.0987,0.9775,0.97587619,0.9758620000000001,0.974681667
6134,2012-07-09,24.3547,25.0107,0.9738,0.975561905,0.975734,0.974620833
6135,2012-07-10,24.3147,25.0853,0.9693,0.9753809520000001,0.9756319999999999,0.974571667
6136,2012-07-11,24.3067,25.0693,0.9696,0.9752285709999999,0.975432,0.9745366670000001
6137,2012-07-12,24.8747,25.511999999999997,0.975,0.975319048,0.975476,0.974531667
6138,2012-07-13,25.0987,25.7333,0.9753,0.975138095,0.975418,0.974548333
6139,2012-07-16,24.8267,25.5787,0.9706,0.975095238,0.975332,0.974514167
6140,2012-07-17,25.0107,25.728,0.9721,0.9752333329999999,0.975246,0.974648333
6141,2012-07-18,25.1326,25.7893,0.9745,0.975047619,0.9753059999999999,0.9746225000000001
6142,2012-07-19,24.9787,25.6,0.9757,0.9750047620000001,0.9753200000000001,0.974564167
6143,2012-07-20,24.6133,25.4667,0.9665,0.974657143,0.975116,0.9744883329999999
6144,2012-07-23,24.1973,24.888,0.9722,0.974566667,0.9750459999999999,0.9744358329999999
6145,2012-07-24,23.9573,24.7173,0.9693,0.973947619,0.974928,0.974351667
6146,2012-07-25,23.8507,24.592,0.9699,0.9737904759999999,0.9748680000000001,0.9742649999999999
6147,2012-07-26,24.2667,24.944000000000003,0.9728,0.973561905,0.974786,0.9742491670000001
6148,2012-07-27,24.5547,25.2773,0.9714,0.9732333329999999,0.9747,0.9741975
6149,2012-07-30,24.5333,25.2533,0.9715,0.9731,0.9745860000000001,0.9741466670000001
6150,2012-07-31,24.2667,24.9493,0.9726,0.972704762,0.9743780000000001,0.974099167
6151,2012-08-01,24.2667,25.0107,0.9703,0.972461905,0.9743700000000001,0.974071667
6152,2012-08-02,23.9445,24.5813,0.9741,0.972580952,0.97439,0.9741049999999999
6153,2012-08-03,24.3819,25.2667,0.965,0.9718571429999999,0.9742200000000001,0.974025833
6154,2012-08-06,24.1333,24.8187,0.9724,0.971614286,0.974176,0.973964167
6155,2012-08-07,24.1333,24.8507,0.9711,0.9714857140000001,0.9741479999999999,0.9738891670000001
6156,2012-08-08,23.9093,24.5893,0.9723,0.9716285709999999,0.974082,0.973868333
6157,2012-08-09,23.7573,24.416,0.973,0.9717904759999999,0.9740059999999999,0.973851667
6158,2012-08-10,23.8859,24.5787,0.9718,0.971638095,0.97391,0.9738700000000001
6159,2012-08-13,23.732,24.592,0.965,0.971147619,0.9737600000000001,0.9738258329999999
6160,2012-08-14,23.752,24.684,0.9622,0.9707476190000001,0.973456,0.97377
6161,2012-08-15,23.932,24.791999999999998,0.9653,0.97042381,0.9731719999999999,0.9737541670000001
6162,2012-08-16,23.932,24.8,0.965,0.9699714290000001,0.9728600000000001,0.973684167
6163,2012-08-17,23.928,24.868000000000002,0.9622,0.9693285709999999,0.9724959999999999,0.9736100000000001
6164,2012-08-20,24.004,24.8,0.9679,0.9693952379999999,0.972392,0.973565
6165,2012-08-21,23.872,24.671999999999997,0.9676,0.96917619,0.9722879999999999,0.973509167
6166,2012-08-22,24.04,24.74,0.9717,0.969290476,0.97226,0.97352
6167,2012-08-23,23.86,24.688000000000002,0.9665,0.9691285709999999,0.972008,0.9734924999999999
6168,2012-08-24,24.12,24.884,0.9693,0.968961905,0.9719639999999999,0.9734491670000001
6169,2012-08-27,24.28,25.08,0.9681,0.968804762,0.971942,0.973441667
6170,2012-08-28,24.215999999999998,25.112,0.9643,0.968461905,0.9716600000000001,0.9733875
6171,2012-08-29,24.82,25.68,0.9665,0.9681714290000001,0.971458,0.973365833
6172,2012-08-30,24.644000000000002,25.504,0.9663,0.967980952,0.971308,0.973339167
6173,2012-08-31,24.7479,25.64,0.9652,0.967557143,0.9711299999999999,0.9732799999999999
6174,2012-09-04,25.1503,25.864,0.9724,0.9679095240000001,0.970932,0.973284167
6175,2012-09-05,25.092,25.96,0.9666,0.967633333,0.9708,0.973265833
6176,2012-09-06,25.82,26.715999999999998,0.9665,0.9674142859999999,0.970578,0.9732149999999999
6177,2012-09-07,25.764,26.691999999999997,0.9652,0.96707619,0.970316,0.973163333
6178,2012-09-10,25.7348,26.576,0.9683,0.9668523809999999,0.970196,0.97315
6179,2012-09-11,25.276,26.208000000000002,0.9644,0.9665,0.969866,0.9730633329999999
6180,2012-09-12,24.824,25.836,0.9608,0.9663,0.9695739999999999,0.972943333
6181,2012-09-13,24.96,25.96,0.9615,0.9662666670000001,0.9693719999999999,0.972840833
6182,2012-09-14,24.72,25.676,0.9628,0.966147619,0.969024,0.972779167
6183,2012-09-17,24.535999999999998,25.612,0.958,0.965814286,0.968634,0.972675
6184,2012-09-18,24.96,25.944000000000003,0.9621,0.9658095240000001,0.9684,0.972615833
6185,2012-09-19,24.944000000000003,25.948,0.9613,0.9654952379999999,0.96824,0.972493333
6186,2012-09-20,24.84,25.868000000000002,0.9603,0.965147619,0.9680540000000001,0.9723341670000001
6187,2012-09-21,24.284000000000002,25.768,0.9424,0.9637523809999999,0.9674020000000001,0.9720700000000001
6188,2012-09-24,24.572,25.708000000000002,0.9558,0.963242857,0.9670120000000001,0.971918333
6189,2012-09-25,24.756,25.844,0.9579,0.9627,0.966758,0.971773333
6190,2012-09-26,24.68,25.78,0.9573,0.9621857140000001,0.966462,0.9716433329999999
6191,2012-09-27,24.956,26.02,0.9591,0.961938095,0.9661540000000001,0.9715208329999999
6192,2012-09-28,25.004,26.1,0.958,0.961533333,0.9658,0.9713491670000001
6193,2012-10-01,25.4,26.195999999999998,0.9696,0.9616904759999999,0.9658620000000001,0.9713008329999999
6194,2012-10-02,25.52,26.488000000000003,0.9635,0.9616095240000001,0.9656879999999999,0.971198333
6195,2012-10-03,26.06,26.868000000000002,0.9699,0.9614904759999999,0.9657,0.971189167
6196,2012-10-04,25.836,26.612,0.9708,0.9616904759999999,0.9657180000000001,0.9711424999999999
6197,2012-10-05,25.82,26.668000000000003,0.9682,0.961771429,0.965626,0.9710799999999999
6198,2012-10-08,25.744,26.58,0.9685,0.961928571,0.965568,0.971024167
6199,2012-10-09,25.744,26.48,0.9722,0.9621142859999999,0.9655819999999999,0.971043333
6200,2012-10-10,25.12,26.04,0.9647,0.9621285709999999,0.965424,0.970975833
6201,2012-10-11,25.26,26.072,0.9689,0.9625142859999999,0.9653959999999999,0.970911667
6202,2012-10-12,25.304000000000002,26.184,0.9664,0.962747619,0.965242,0.9708424999999999
6203,2012-10-15,25.64,26.631999999999998,0.9628,0.962747619,0.965198,0.9707041670000001
6204,2012-10-16,25.784000000000002,26.752,0.9638,0.96302381,0.965026,0.9705674999999999
6205,2012-10-17,25.844,26.844,0.9627,0.9630523809999999,0.964858,0.97047
6206,2012-10-18,25.32,26.436,0.9578,0.9628857140000001,0.964568,0.970288333
6207,2012-10-19,24.704,25.784000000000002,0.9581,0.962780952,0.9642700000000001,0.9701658329999999
6208,2012-10-22,24.715999999999998,25.94,0.9528,0.96327619,0.9638899999999999,0.969954167
6209,2012-10-23,24.38,25.488000000000003,0.9565,0.963309524,0.96372,0.969800833
6210,2012-10-24,24.288,25.364,0.9576,0.9632952379999999,0.963628,0.969644167
6211,2012-10-25,24.48,25.58,0.9570000000000001,0.9632809520000001,0.963462,0.9695233329999999
6212,2012-10-26,24.331999999999997,25.44,0.9564,0.9631523809999999,0.96329,0.9693683329999999
6213,2012-10-31,24.476,25.624000000000002,0.9552,0.9630190479999999,0.96315,0.969189167
6214,2012-11-01,24.756,25.811999999999998,0.9591,0.962519048,0.962974,0.969050833
6215,2012-11-02,24.86,25.788,0.9640000000000001,0.9625428570000001,0.962902,0.9689575
6216,2012-11-05,24.791999999999998,25.776,0.9618,0.962157143,0.9627040000000001,0.968865
6217,2012-11-06,24.868000000000002,25.84,0.9624,0.9617571429999999,0.962622,0.968744167
6218,2012-11-07,24.644000000000002,25.76,0.9567,0.961209524,0.9623700000000001,0.968585833
6219,2012-11-08,24.8,25.811999999999998,0.9608,0.960842857,0.962224,0.968449167
6220,2012-11-09,24.62,25.66,0.9595,0.960238095,0.9621280000000001,0.9682533329999999
6221,2012-11-12,24.316,25.64,0.9484,0.959461905,0.961766,0.9680675
6222,2012-11-13,24.712,25.82,0.9571,0.9589,0.9615819999999999,0.967934167
6223,2012-11-14,24.42,25.671999999999997,0.9512,0.95817619,0.961302,0.967748333
6224,2012-11-15,24.7001,25.896,0.9538,0.957747619,0.96093,0.967575
6225,2012-11-16,24.932,26.124000000000002,0.9544,0.9573,0.960686,0.967424167
6226,2012-11-19,25.38,26.732,0.9494,0.956666667,0.9603440000000001,0.967205833
6227,2012-11-20,25.676,26.916,0.9539,0.956480952,0.960118,0.967015
6228,2012-11-21,25.66,26.788,0.9579,0.956471429,0.95991,0.9668591670000001
6229,2012-11-23,26.0,27.368000000000002,0.95,0.956338095,0.959622,0.9666716670000001
6230,2012-11-26,25.951999999999998,27.191999999999997,0.9544,0.956238095,0.9594940000000001,0.9664799999999999
6231,2012-11-27,26.5119,27.715999999999998,0.9566,0.956190476,0.9593959999999999,0.966289167
6232,2012-11-28,26.651999999999997,27.74,0.9608,0.956371429,0.959356,0.966124167
6233,2012-11-29,27.176,28.055999999999997,0.9686,0.9569523809999999,0.959568,0.966025833
6234,2012-11-30,27.0736,28.072,0.9644,0.9573904759999999,0.959614,0.965953333
6235,2012-12-03,26.96,27.888,0.9667,0.9577523809999999,0.959722,0.9659025
6236,2012-12-04,26.784000000000002,27.496,0.9741,0.958233333,0.9599979999999999,0.965910833
6237,2012-12-05,26.656,27.372,0.9738,0.958804762,0.960626,0.965866667
6238,2012-12-06,26.636,27.244,0.9777,0.959533333,0.9610639999999999,0.965918333
6239,2012-12-07,26.636,27.428,0.9711,0.960219048,0.9613280000000001,0.965934167
6240,2012-12-10,25.44,26.212,0.9705,0.960680952,0.961592,0.965868333
6241,2012-12-11,25.38,26.191999999999997,0.9690000000000001,0.9611333329999999,0.9617899999999999,0.9658049999999999
6242,2012-12-12,24.712,25.6,0.9653,0.961938095,0.961936,0.965734167
6243,2012-12-13,24.528000000000002,25.296,0.9696,0.962533333,0.961936,0.965696667
6244,2012-12-14,24.304000000000002,25.311999999999998,0.9602,0.962961905,0.9618700000000001,0.9655125
6245,2012-12-17,24.284000000000002,25.436,0.9547,0.9630047620000001,0.961566,0.965358333
6246,2012-12-18,24.5,25.604,0.9569,0.96312381,0.9612879999999999,0.9651858329999999
6247,2012-12-19,24.384,25.284000000000002,0.9644,0.963838095,0.9612120000000001,0.9650700000000001
6248,2012-12-20,24.58,25.46,0.9654,0.9643857140000001,0.96115,0.964995833
6249,2012-12-21,24.288,25.324,0.9591,0.964442857,0.960888,0.964814167
6250,2012-12-24,24.344,25.4,0.9584,0.964842857,0.9607620000000001,0.9646725
6251,2012-12-26,24.328000000000003,25.088,0.9697,0.965571429,0.960778,0.9646566670000001
6252,2012-12-27,24.7,25.184,0.9808,0.96672381,0.961066,0.964661667
6253,2012-12-28,24.468000000000004,24.82,0.9858,0.967914286,0.961526,0.964730833
6254,2012-12-31,24.6,25.3,0.9723,0.968090476,0.9616959999999999,0.964718333
6255,2013-01-02,25.28,25.568,0.9887,0.969247619,0.962216,0.96488
6256,2013-01-03,25.22,25.0,1.0088,0.9712523809999999,0.9632360000000001,0.965206667
6257,2013-01-04,25.368000000000002,25.092,1.011,0.9730095240000001,0.9642940000000001,0.965506667
6258,2013-01-07,25.131999999999998,24.684,1.0181,0.9751190479999999,0.9656,0.9658633329999999
6259,2013-01-08,25.464000000000002,25.156,1.0122,0.976761905,0.966714,0.96621
6260,2013-01-09,25.22,24.928,1.0117,0.978695238,0.9677959999999999,0.96654
6261,2013-01-10,25.404,25.144000000000002,1.0103,0.9805904759999999,0.9688620000000001,0.966838333
6262,2013-01-11,25.156,25.176,0.9992,0.982028571,0.9697180000000001,0.967034167
6263,2013-01-14,25.555999999999997,25.444000000000003,1.0044,0.9838904759999999,0.9707020000000001,0.96735
6264,2013-01-15,25.684,25.516,1.0066,0.985652381,0.9716520000000001,0.9676366670000001
6265,2013-01-16,25.531999999999996,25.44,1.0036,0.987719048,0.9724440000000001,0.9679225
6266,2013-01-17,25.86,25.668000000000003,1.0075,0.9902333329999999,0.973358,0.9682358329999999
6267,2013-01-18,25.896,25.848000000000003,1.0019,0.99237619,0.9741479999999999,0.968478333
6268,2013-01-22,25.851999999999997,25.748,1.004,0.994261905,0.975094,0.96875
6269,2013-01-23,25.788,25.631999999999998,1.0061,0.9962,0.976,0.969038333
6270,2013-01-24,25.956,25.788,1.0065,0.998457143,0.9769399999999999,0.9693208329999999
6271,2013-01-25,26.355999999999998,26.035999999999998,1.0123,1.00102381,0.978218,0.969670833
6272,2013-01-28,26.048000000000002,25.736,1.0121,1.003042857,0.979318,0.9699875
6273,2013-01-29,26.308000000000003,25.956,1.0136,1.004604762,0.9805659999999999,0.9703924999999999
6274,2013-01-30,26.496,26.048000000000002,1.0172,1.0061,0.981834,0.970765833
6275,2013-01-31,26.256,25.88,1.0145,1.008109524,0.983036,0.9711274999999999
6276,2013-02-01,26.548000000000002,26.176,1.0142,1.00932381,0.984332,0.971476667
6277,2013-02-04,26.28,25.868000000000002,1.0159,1.009661905,0.9855719999999999,0.971834167
6278,2013-02-05,26.28,25.991999999999997,1.0111,1.009666667,0.9866360000000001,0.9721616670000001
6279,2013-02-06,26.54,25.924,1.0238,1.009938095,0.9881120000000001,0.972651667
6280,2013-02-07,26.511999999999997,26.028000000000002,1.0186,1.010242857,0.9893959999999999,0.973121667
6281,2013-02-08,26.6768,26.031999999999996,1.0248,1.010866667,0.9907600000000001,0.9736174999999999
6282,2013-02-11,26.3808,25.64,1.0289,1.011752381,0.992122,0.97415
6283,2013-02-12,26.34,25.68,1.0257,1.013014286,0.9932639999999999,0.974679167
6284,2013-02-13,26.316,25.644000000000002,1.0262,1.014052381,0.9945,0.975165
6285,2013-02-14,26.368000000000002,25.732,1.0247,1.014914286,0.99566,0.9756408329999999
6286,2013-02-15,26.868000000000002,26.096,1.0296,1.016152381,0.99677,0.976123333
6287,2013-02-19,27.2,26.592,1.0229,1.016885714,0.9977520000000001,0.976593333
6288,2013-02-20,27.1999,26.444000000000003,1.0286,1.018157143,0.99877,0.9770875
6289,2013-02-21,26.9,26.34,1.0213,1.018980952,0.9997739999999999,0.977530833
6290,2013-02-22,27.331999999999997,26.748,1.0218,1.019728571,1.0008,0.97801
6291,2013-02-25,26.944000000000003,26.32,1.0237,1.020547619,1.001894,0.978486667
6292,2013-02-26,26.864,26.26,1.023,1.021057143,1.003048,0.9789591670000001
6293,2013-02-27,26.708000000000002,26.232,1.0181,1.021342857,1.004018,0.9794
6294,2013-02-28,26.84,26.248,1.0226,1.021771429,1.005266,0.979818333
6295,2013-03-01,26.576,26.24,1.0128,1.021561905,1.006428,0.980203333
6296,2013-03-04,27.3896,26.884,1.0188,1.021766667,1.007666,0.980639167
6297,2013-03-05,27.928,27.212,1.0263,1.022342857,1.008904,0.9811483329999999
6298,2013-03-06,27.736,27.151999999999997,1.0215,1.0226095240000002,1.010026,0.981591667
6299,2013-03-07,27.528000000000002,26.951999999999998,1.0214,1.0231,1.011272,0.982066667
6300,2013-03-08,27.5119,26.991999999999997,1.0193,1.022885714,1.01249,0.982554167
6301,2013-03-11,27.691999999999997,27.276,1.0153,1.022728571,1.0134020000000001,0.9830025
6302,2013-03-12,27.908,27.268,1.0235,1.022666667,1.014256,0.983508333
6303,2013-03-13,27.764,27.392,1.0136,1.021938095,1.014812,0.983971667
6304,2013-03-14,27.971999999999998,27.531999999999996,1.016,1.02147619,1.015686,0.9844208329999999
6305,2013-03-15,28.76,27.54,1.0443,1.022338095,1.0167979999999999,0.9851125
6306,2013-03-18,28.22,27.215999999999998,1.0369,1.0229190479999999,1.01736,0.985750833
6307,2013-03-19,28.384,27.476,1.033,1.023080952,1.0178,0.9865058329999999
6308,2013-03-20,28.656,27.576,1.0392,1.023857143,1.018222,0.9872008329999999
6309,2013-03-21,28.444000000000003,27.284000000000002,1.0425,1.024519048,1.018828,0.987905833
6310,2013-03-22,28.428,27.576,1.0309,1.02497619,1.019212,0.988519167
6311,2013-03-25,28.608,27.691999999999997,1.0331,1.025514286,1.019668,0.989135833
