,Date,CRD/A US Equity,CRD/B US Equity,CRD/A US Equity / CRD/B US Equity,SMA_21,SMA_50,SMA_120
4070,2006-10-04,6.03,7.03,0.8578,0.886161905,0.8919299999999999,0.931540833
4071,2006-10-05,6.05,7.11,0.8509,0.8829571429999999,0.8905540000000001,0.930298333
4072,2006-10-06,6.04,6.97,0.8666,0.88002381,0.889518,0.929311667
4073,2006-10-09,6.0,7.07,0.8487,0.875861905,0.888508,0.928224167
4074,2006-10-10,5.85,6.82,0.8578,0.87327619,0.8878379999999999,0.927025833
4075,2006-10-11,5.73,6.61,0.8669,0.872738095,0.886918,0.926036667
4076,2006-10-12,6.14,7.0,0.8771,0.872161905,0.886516,0.9250125
4077,2006-10-13,5.9,6.92,0.8526,0.870895238,0.8856959999999999,0.923756667
4078,2006-10-16,6.03,6.98,0.8639,0.869704762,0.884972,0.922496667
4079,2006-10-17,5.98,7.04,0.8494,0.867657143,0.88418,0.921214167
4080,2006-10-18,5.92,7.09,0.835,0.86552381,0.8825299999999999,0.919908333
4081,2006-10-19,5.98,7.25,0.8248,0.862409524,0.880916,0.9184625
4082,2006-10-20,5.95,7.12,0.8357,0.8603666670000001,0.8798239999999999,0.917079167
4083,2006-10-23,5.97,7.22,0.8269,0.857242857,0.87835,0.9158025
4084,2006-10-24,6.02,7.25,0.8303,0.855295238,0.8772280000000001,0.914635833
4085,2006-10-25,6.0,7.34,0.8174,0.852828571,0.8760760000000001,0.913253333
4086,2006-10-26,6.19,7.6,0.8145,0.8508,0.8746940000000001,0.9118875
4087,2006-10-27,6.15,7.6,0.8092,0.848342857,0.8729819999999999,0.910423333
4088,2006-10-30,6.05,7.62,0.794,0.844142857,0.871132,0.908873333
4089,2006-10-31,6.18,7.6,0.8132,0.8413952379999999,0.869506,0.907455833
4090,2006-11-01,6.06,7.55,0.8026,0.8378714290000001,0.86784,0.906021667
4091,2006-11-02,5.76,7.1,0.8113,0.8356571429999999,0.8661399999999999,0.904739167
4092,2006-11-03,5.91,7.3,0.8096,0.8336904759999999,0.864732,0.903416667
4093,2006-11-06,6.14,7.65,0.8026,0.8306428570000001,0.8628959999999999,0.9020625
4094,2006-11-07,5.82,7.18,0.8106,0.828828571,0.861484,0.900748333
4095,2006-11-08,5.92,7.32,0.8087,0.8264904759999999,0.859988,0.8994325000000001
4096,2006-11-09,5.9,7.2,0.8194,0.8242285709999999,0.8583639999999999,0.898165
4097,2006-11-10,5.67,6.76,0.8388,0.822404762,0.8570620000000001,0.8968358329999999
4098,2006-11-13,5.89,6.86,0.8586,0.8226904759999999,0.85609,0.895883333
4099,2006-11-14,6.12,7.3,0.8384,0.82147619,0.8548979999999999,0.894910833
4100,2006-11-15,6.13,7.42,0.8261,0.820366667,0.8530559999999999,0.893656667
4101,2006-11-16,5.95,7.4,0.8041,0.818895238,0.8505739999999999,0.892246667
4102,2006-11-17,5.94,7.4,0.8027,0.817842857,0.8479059999999999,0.8908625
4103,2006-11-20,5.97,7.47,0.7992,0.816104762,0.845648,0.889624167
4104,2006-11-21,5.96,7.47,0.7979,0.81472381,0.844042,0.888300833
4105,2006-11-22,5.91,7.25,0.8152,0.814004762,0.842562,0.886760833
4106,2006-11-24,5.95,7.2,0.8264,0.814433333,0.841506,0.885445
4107,2006-11-27,5.66,6.84,0.8275,0.815052381,0.8402780000000001,0.8841916670000001
4108,2006-11-28,5.96,7.11,0.8383,0.816438095,0.8391959999999999,0.883048333
4109,2006-11-29,5.99,7.29,0.8217,0.817757143,0.8380340000000001,0.881428333
4110,2006-11-30,5.97,7.25,0.8234,0.818242857,0.8366979999999999,0.879970833
4111,2006-12-01,5.68,6.91,0.8220000000000001,0.8191666670000001,0.835566,0.8785708329999999
4112,2006-12-04,5.69,7.14,0.7969,0.818480952,0.8336540000000001,0.8771049999999999
4113,2006-12-05,5.69,7.15,0.7958,0.81782381,0.8321459999999999,0.875988333
4114,2006-12-06,5.57,6.97,0.7991,0.8176571429999999,0.830744,0.874621667
4115,2006-12-07,5.58,6.88,0.8109999999999999,0.81767619,0.829822,0.873548333
4116,2006-12-08,5.51,6.84,0.8056,0.817528571,0.8287180000000001,0.8722158329999999
4117,2006-12-11,5.53,6.84,0.8085,0.817009524,0.8272440000000001,0.8710108329999999
4118,2006-12-12,5.63,6.84,0.8231,0.816261905,0.8262879999999999,0.870120833
4119,2006-12-13,5.81,7.1,0.8183,0.814342857,0.8251219999999999,0.8691274999999999
4120,2006-12-14,5.89,7.21,0.8169,0.813319048,0.824304,0.868290833
4121,2006-12-15,5.8,7.22,0.8033,0.812233333,0.8233520000000001,0.8672225
4122,2006-12-18,5.37,6.77,0.7932,0.811714286,0.8218840000000001,0.8661116670000001
4123,2006-12-19,5.21,6.68,0.7799,0.810628571,0.820508,0.865051667
4124,2006-12-20,5.26,6.75,0.7793,0.809680952,0.818938,0.8638741670000001
4125,2006-12-21,5.45,6.87,0.7933,0.809461905,0.817466,0.862834167
4126,2006-12-22,5.53,6.9,0.8014,0.8088047620000001,0.815952,0.8616866670000001
4127,2006-12-26,5.7,7.07,0.8062,0.807842857,0.815024,0.860738333
4128,2006-12-27,6.15,7.68,0.8008,0.806571429,0.813762,0.8597450000000001
4129,2006-12-28,6.18,7.56,0.8175,0.805580952,0.813124,0.858870833
4130,2006-12-29,5.99,7.3,0.8205,0.80552381,0.8128340000000001,0.858205833
4131,2007-01-03,6.1,7.37,0.8277,0.805728571,0.8128920000000001,0.857473333
4132,2007-01-04,6.03,7.33,0.8226,0.805757143,0.81263,0.856528333
4133,2007-01-05,5.71,6.9,0.8275,0.8072142859999999,0.812642,0.855615833
4134,2007-01-08,5.6,6.75,0.8296,0.80882381,0.812628,0.8548041670000001
4135,2007-01-09,5.72,6.75,0.8474,0.81112381,0.813228,0.8542225
4136,2007-01-10,5.72,6.86,0.8338,0.812209524,0.8136140000000001,0.85367
4137,2007-01-11,5.71,6.8,0.8397,0.8138333329999999,0.814224,0.8528625
4138,2007-01-12,5.77,6.85,0.8423,0.8154428570000001,0.81519,0.8522
4139,2007-01-16,5.75,6.82,0.8431,0.816395238,0.815788,0.851680833
4140,2007-01-17,5.63,6.68,0.8428,0.817561905,0.816592,0.851363333
4141,2007-01-18,5.29,6.3,0.8397,0.818647619,0.81716,0.850696667
4142,2007-01-19,5.35,6.49,0.8243,0.819647619,0.817454,0.8499125
4143,2007-01-22,5.36,6.45,0.831,0.8214476190000001,0.818022,0.849344167
4144,2007-01-23,5.5,6.52,0.8436,0.824480952,0.818682,0.848946667
4145,2007-01-24,5.56,6.66,0.8348,0.82712381,0.819204,0.848295833
4146,2007-01-25,5.48,6.56,0.8354,0.8291285709999999,0.819524,0.847780833
4147,2007-01-26,5.46,6.46,0.8452,0.8312142859999999,0.819652,0.8473775
4148,2007-01-29,5.7,6.75,0.8444,0.8330333329999999,0.819368,0.8469133329999999
4149,2007-01-30,5.53,6.54,0.8456,0.8351666670000001,0.8195120000000001,0.8465516670000001
4150,2007-01-31,5.48,6.48,0.8457,0.836509524,0.8199040000000001,0.845953333
4151,2007-02-01,5.66,6.74,0.8398,0.8374285709999999,0.8206180000000001,0.8454058329999999
4152,2007-02-02,5.73,6.73,0.8514,0.838557143,0.821592,0.845081667
4153,2007-02-05,5.66,6.83,0.8287,0.838847619,0.822182,0.8444825
4154,2007-02-06,5.71,6.62,0.8625,0.8405142859999999,0.8234739999999999,0.844283333
4155,2007-02-07,5.65,6.47,0.8733,0.842595238,0.824636,0.844269167
4156,2007-02-08,5.61,6.49,0.8644,0.843404762,0.8253959999999999,0.844109167
4157,2007-02-09,5.5,6.34,0.8675,0.8450095240000001,0.8261959999999999,0.843881667
4158,2007-02-12,5.49,6.43,0.8538,0.845680952,0.826506,0.843609167
4159,2007-02-13,5.56,6.64,0.8373,0.845442857,0.826818,0.8431325000000001
4160,2007-02-14,5.2,6.05,0.8595,0.84622381,0.8275399999999999,0.8429125
4161,2007-02-15,5.24,5.95,0.8807,0.848028571,0.828714,0.8427825000000001
4162,2007-02-16,5.13,5.69,0.9016,0.85097619,0.830808,0.8429625
4163,2007-02-20,5.52,6.36,0.8679,0.8530523809999999,0.83225,0.8427416670000001
4164,2007-02-21,5.52,6.21,0.8889,0.8558095240000001,0.834046,0.842805833
4165,2007-02-22,5.57,6.25,0.8912,0.85807619,0.83565,0.8428700000000001
4166,2007-02-23,5.63,6.36,0.8852,0.86047619,0.837242,0.8427416670000001
4167,2007-02-26,5.74,6.26,0.9169,0.864357143,0.83941,0.84285
4168,2007-02-27,5.47,5.96,0.9178,0.867814286,0.841304,0.842938333
4169,2007-02-28,5.46,5.93,0.9207,0.871447619,0.843352,0.8431274999999999
4170,2007-03-01,5.5,6.0,0.9167,0.874833333,0.845348,0.843115
4171,2007-03-02,5.47,5.91,0.9255,0.878633333,0.847792,0.8430924999999999
4172,2007-03-05,5.17,5.62,0.9199,0.882447619,0.850326,0.8429575
4173,2007-03-06,5.4,5.98,0.903,0.884904762,0.8527879999999999,0.842881667
4174,2007-03-07,5.42,5.87,0.9233,0.8894095240000001,0.855668,0.8432575000000001
4175,2007-03-08,5.25,5.63,0.9325,0.892742857,0.858452,0.843618333
4176,2007-03-09,5.25,5.52,0.9511,0.896447619,0.8614459999999999,0.8442175
4177,2007-03-12,5.42,5.83,0.9297,0.899557143,0.863916,0.8445575000000001
4178,2007-03-13,5.26,5.57,0.9443,0.903214286,0.8667860000000001,0.84499
4179,2007-03-14,5.3,5.74,0.9233,0.90652381,0.8689020000000001,0.8453525
4180,2007-03-15,5.55,6.06,0.9158,0.910261905,0.870808,0.845565833
4181,2007-03-16,5.45,5.88,0.9269,0.9134714290000001,0.872792,0.845968333
4182,2007-03-19,5.45,5.79,0.9413,0.9163571429999999,0.875166,0.846375
4183,2007-03-20,5.51,5.88,0.9371,0.9180476190000001,0.877358,0.8469241670000001
4184,2007-03-21,5.6,6.08,0.9211,0.920580952,0.879188,0.847356667
4185,2007-03-22,5.6,6.02,0.9302,0.922547619,0.8808440000000001,0.847965833
4186,2007-03-23,5.67,6.03,0.9403,0.9248857140000001,0.8829739999999999,0.848628333
4187,2007-03-26,5.63,6.14,0.9169,0.926395238,0.884518,0.8489174999999999
4188,2007-03-27,5.72,6.03,0.9486,0.927904762,0.8866440000000001,0.849565
4189,2007-03-28,5.55,5.83,0.9520000000000001,0.929533333,0.8888219999999999,0.850193333
4190,2007-03-29,5.56,5.8,0.9586,0.931338095,0.8911379999999999,0.851033333
4191,2007-03-30,5.55,5.8,0.9569,0.933252381,0.893482,0.851916667
4192,2007-04-02,5.55,5.74,0.9669,0.93522381,0.896334,0.8527524999999999
4193,2007-04-03,5.53,5.67,0.9753,0.937861905,0.89922,0.8538075
4194,2007-04-04,5.57,5.78,0.9637,0.9407523809999999,0.9016219999999999,0.85469
4195,2007-04-05,5.62,5.73,0.9808,0.9434904759999999,0.904542,0.855639167
4196,2007-04-09,5.65,5.81,0.9725,0.9453952379999999,0.907284,0.8564341670000001
4197,2007-04-10,5.83,6.03,0.9668,0.946142857,0.909716,0.8573858329999999
4198,2007-04-11,5.78,6.0,0.9633,0.947742857,0.9120940000000001,0.8582141670000001
4199,2007-04-12,5.79,6.03,0.9602,0.9485,0.914386,0.8591375
4200,2007-04-13,5.895,6.21,0.9493,0.949738095,0.916458,0.8600899999999999
4201,2007-04-16,6.04,6.37,0.9482,0.9512809520000001,0.918626,0.861118333
4202,2007-04-17,6.15,6.49,0.9476,0.9522666670000001,0.92055,0.862050833
4203,2007-04-18,6.21,6.4,0.9703,0.9536476190000001,0.9233819999999999,0.863245833
4204,2007-04-19,6.25,6.4,0.9766,0.955528571,0.9256639999999999,0.8644649999999999
4205,2007-04-20,6.36,6.55,0.971,0.9579047620000001,0.927618,0.8657450000000001
4206,2007-04-23,6.4401,6.52,0.9877,0.9606428570000001,0.930084,0.867188333
4207,2007-04-24,6.53,6.7,0.9746,0.96227619,0.932226,0.8685666670000001
4208,2007-04-25,6.72,6.76,0.9941,0.9659523809999999,0.935032,0.870234167
4209,2007-04-26,6.51,6.74,0.9659,0.96677619,0.9376040000000001,0.871506667
4210,2007-04-27,6.33,6.41,0.9875,0.9684666670000001,0.9401639999999999,0.8730475000000001
4211,2007-04-30,6.39,6.41,0.9969,0.970290476,0.9424879999999999,0.874594167
4212,2007-05-01,6.35,6.42,0.9891,0.97182381,0.9442379999999999,0.8760899999999999
4213,2007-05-02,6.48,6.64,0.9759,0.9722523809999999,0.946398,0.877534167
4214,2007-05-03,6.51,6.65,0.9789,0.97242381,0.948198,0.8789366670000001
4215,2007-05-04,6.5,6.79,0.9573,0.9721190479999999,0.94952,0.880175
4216,2007-05-07,6.5,6.65,0.9774,0.971957143,0.951364,0.881491667
4217,2007-05-08,6.35,6.57,0.9665,0.971671429,0.952356,0.882555833
4218,2007-05-09,6.3,6.55,0.9618,0.971433333,0.9532360000000001,0.8834158329999999
4219,2007-05-10,6.3,6.48,0.9722,0.9718571429999999,0.954266,0.884530833
4220,2007-05-11,6.25,6.54,0.9557,0.9716428570000001,0.955046,0.885610833
4221,2007-05-14,6.15,6.51,0.9447,0.97142381,0.9554299999999999,0.8867825
4222,2007-05-15,6.11,6.41,0.9532,0.971661905,0.956096,0.8880366670000001
4223,2007-05-16,6.13,6.49,0.9445,0.9715142859999999,0.956926,0.8892475000000001
4224,2007-05-17,5.97,6.41,0.9314,0.969661905,0.9570879999999999,0.89036
4225,2007-05-18,6.0,6.37,0.9419,0.9680095240000001,0.957276,0.8914158329999999
4226,2007-05-21,6.07,6.54,0.9281,0.965966667,0.956816,0.8922633329999999
4227,2007-05-22,6.14,6.52,0.9417,0.96377619,0.9570559999999999,0.893215
4228,2007-05-23,6.43,6.76,0.9512,0.962661905,0.9571940000000001,0.894155833
4229,2007-05-24,6.45,6.81,0.9471,0.96042381,0.95767,0.895200833
4230,2007-05-25,6.55,6.79,0.9647,0.9603666670000001,0.958648,0.8963783329999999
4231,2007-05-29,6.55,6.8,0.9632,0.959209524,0.959374,0.8975549999999999
4232,2007-05-30,6.45,6.86,0.9402,0.9565095240000001,0.9593520000000001,0.8987491670000001
4233,2007-05-31,6.45,6.83,0.9444,0.9543809520000001,0.959498,0.8999875
4234,2007-06-01,6.52,6.85,0.9518,0.953233333,0.9601120000000001,0.9012600000000001
4235,2007-06-04,6.49,6.78,0.9572,0.9522,0.9606520000000001,0.902478333
4236,2007-06-05,6.48,6.8,0.9529,0.951990476,0.9609040000000001,0.903705833
4237,2007-06-06,6.48,6.76,0.9586,0.951095238,0.9617379999999999,0.904956667
4238,2007-06-07,6.49,6.76,0.9601,0.950790476,0.961968,0.906098333
4239,2007-06-08,6.4,6.63,0.9653,0.950957143,0.962234,0.907323333
4240,2007-06-11,6.45,6.76,0.9541,0.950095238,0.962144,0.908466667
4241,2007-06-12,6.28,6.47,0.9706,0.9508047620000001,0.962418,0.909860833
4242,2007-06-13,6.39,6.67,0.958,0.951438095,0.96224,0.911234167
4243,2007-06-14,6.44,6.66,0.9670000000000001,0.952095238,0.962074,0.912793333
4244,2007-06-15,6.68,6.9,0.9681,0.953219048,0.9621620000000001,0.914366667
4245,2007-06-18,6.64,6.81,0.975,0.9552952379999999,0.962046,0.915880833
4246,2007-06-19,6.6,6.99,0.9442,0.955404762,0.9614799999999999,0.9170708329999999
4247,2007-06-20,6.47,6.75,0.9585,0.9568523809999999,0.9613139999999999,0.9183399999999999
4248,2007-06-21,6.33,6.78,0.9336,0.956466667,0.96072,0.919446667
4249,2007-06-22,6.37,6.55,0.9725,0.957480952,0.960966,0.920738333
4250,2007-06-25,6.4,6.75,0.9481,0.957528571,0.960942,0.921801667
4251,2007-06-26,6.37,6.82,0.934,0.956066667,0.960658,0.9226875
4252,2007-06-27,6.4,6.99,0.9156,0.9538,0.960018,0.9234625
