,Date,CRD/A US Equity,CRD/B US Equity,CRD/A US Equity / CRD/B US Equity,SMA_21,SMA_50,SMA_120
982,1994-06-22,10.9167,10.8333,1.0077,1.030380952,1.036494,1.042383333
983,1994-06-23,10.9167,10.75,1.0155,1.028885714,1.035544,1.042446667
984,1994-06-24,11.0,10.75,1.0233,1.028133333,1.034908,1.042296667
985,1994-06-27,10.8333,10.6667,1.0156,1.025852381,1.03409,1.0418891670000001
986,1994-06-28,10.9167,10.75,1.0155,1.0247,1.03312,1.0416875
987,1994-06-29,10.9167,10.75,1.0155,1.023561905,1.032282,1.0413424999999998
988,1994-06-30,11.0,11.0,1.0,1.020938095,1.031282,1.040809167
989,1994-07-01,11.0833,10.6667,1.0391,1.0209523809999999,1.031244,1.040816667
990,1994-07-05,11.0833,10.75,1.031,1.020580952,1.031044,1.0408225
991,1994-07-06,11.0833,10.9167,1.0153,1.019842857,1.0303579999999999,1.040629167
992,1994-07-07,11.0833,10.8333,1.0231,1.019833333,1.029844,1.040365833
993,1994-07-08,11.0833,10.75,1.031,1.01907619,1.029992,1.040103333
994,1994-07-11,11.0833,10.9167,1.0153,1.018714286,1.0293299999999999,1.039733333
995,1994-07-12,11.0,10.9167,1.0076,1.018352381,1.029164,1.039358333
996,1994-07-13,11.0,10.75,1.0233,1.018371429,1.029318,1.0391
997,1994-07-14,11.1667,10.75,1.0388,1.0194904759999999,1.02946,1.039041667
998,1994-07-15,11.0,10.6667,1.0313,1.019890476,1.0296100000000001,1.038984167
999,1994-07-18,11.0,10.6667,1.0313,1.020671429,1.029252,1.038724167
1000,1994-07-19,10.9167,10.75,1.0155,1.020319048,1.028562,1.0383975
1001,1994-07-20,10.9167,10.75,1.0155,1.019947619,1.027872,1.038141667
1002,1994-07-21,10.8333,10.75,1.0078,1.019952381,1.02754,1.037815833
1003,1994-07-22,10.75,10.6667,1.0078,1.019957143,1.02653,1.03749
1004,1994-07-25,10.8333,10.75,1.0078,1.0195904759999999,1.025678,1.037294167
1005,1994-07-26,10.8333,10.75,1.0078,1.0188523809999999,1.0250139999999999,1.037166667
1006,1994-07-27,10.9167,10.75,1.0155,1.018847619,1.0246680000000001,1.037169167
1007,1994-07-28,10.6667,10.5833,1.0079,1.018485714,1.024334,1.0371075
1008,1994-07-29,10.5,10.5833,0.9921,1.017371429,1.023184,1.036915
1009,1994-08-01,10.4167,10.5,0.9921,1.016995238,1.0222120000000001,1.0367225
1010,1994-08-02,10.5833,10.75,0.9845,1.0143952379999999,1.02175,1.036400833
1011,1994-08-03,10.6667,10.6667,1.0,1.0129190479999999,1.021296,1.0360075
1012,1994-08-04,10.6667,10.5833,1.0079,1.012566667,1.020516,1.0357475
1013,1994-08-05,10.3333,10.4167,0.992,1.011085714,1.019574,1.035355
1014,1994-08-08,10.3333,10.5,0.9841,1.0088523809999999,1.017986,1.034831667
1015,1994-08-09,10.3333,10.5,0.9841,1.007366667,1.016874,1.034308333
1016,1994-08-10,10.4167,10.3333,1.0081,1.0073904759999999,1.016248,1.034186667
1017,1994-08-11,10.4167,10.5,0.9921,1.0059047620000001,1.014988,1.033539167
1018,1994-08-12,10.4167,10.5,0.9921,1.003680952,1.014054,1.03316
1019,1994-08-15,10.5,10.5,1.0,1.002190476,1.0132780000000001,1.032784167
1020,1994-08-16,10.3333,10.6667,0.9688,0.999214286,1.012038,1.032079167
1021,1994-08-17,10.5,10.5,1.0,0.99847619,1.011572,1.031428333
1022,1994-08-18,10.4167,10.4167,1.0,0.997738095,1.010634,1.030983333
1023,1994-08-19,10.4167,10.5,0.9921,0.9969904759999999,1.010018,1.030475833
1024,1994-08-22,10.5,10.5,1.0,0.996619048,1.009714,1.029770833
1025,1994-08-23,10.5,10.5833,0.9921,0.995871429,1.009098,1.029325833
1026,1994-08-24,10.5,10.5,1.0,0.9955,1.008792,1.0288808329999999
1027,1994-08-25,10.3333,10.5833,0.9764,0.993638095,1.007862,1.028098333
1028,1994-08-26,10.5,10.6667,0.9844,0.992519048,1.007252,1.027715833
1029,1994-08-29,10.4167,10.5833,0.9843,0.992147619,1.0064799999999998,1.0272666670000001
1030,1994-08-30,10.5,10.4167,1.008,0.992904762,1.006174,1.027015
1031,1994-08-31,10.5833,10.6667,0.9922,0.9932714290000001,1.0058639999999999,1.026570833
1032,1994-09-01,10.5,10.5833,0.9921,0.992895238,1.005552,1.026315833
1033,1994-09-02,10.5,10.4167,1.008,0.9929,1.0054020000000001,1.026193333
1034,1994-09-06,10.5,10.3333,1.0161,0.994047619,1.005258,1.0259483329999999
1035,1994-09-07,10.3333,10.4167,0.992,0.99442381,1.004786,1.0255
1036,1994-09-08,10.3333,10.5,0.9841,0.99442381,1.0041579999999999,1.025115
1037,1994-09-09,10.3333,10.4167,0.992,0.993657143,1.003688,1.0247325
1038,1994-09-12,10.4167,10.5,0.9921,0.993657143,1.00353,1.0242850000000001
1039,1994-09-13,10.6667,10.5833,1.0079,0.994409524,1.0029059999999999,1.02403
1040,1994-09-14,10.8333,10.75,1.0078,0.994780952,1.002442,1.023838333
1041,1994-09-15,10.8333,10.6667,1.0156,0.9970095240000001,1.002448,1.0234475
1042,1994-09-16,10.9167,10.8333,1.0077,0.99737619,1.00214,1.0233225000000001
1043,1994-09-19,10.8333,10.5,1.0317,0.998885714,1.002154,1.023130833
1044,1994-09-20,10.9167,10.4167,1.048,1.0015476190000001,1.002808,1.022869167
1045,1994-09-21,10.6667,10.4167,1.024,1.002690476,1.003136,1.022613333
1046,1994-09-22,10.5833,10.3333,1.0242,1.004219048,1.003154,1.021995
1047,1994-09-23,10.5,10.3333,1.0161,1.004985714,1.0027,1.021604167
1048,1994-09-26,10.4167,10.5,0.9921,1.005733333,1.001916,1.020943333
1049,1994-09-27,10.5,10.5833,0.9921,1.0061,1.001132,1.020291667
1050,1994-09-28,10.4167,10.4167,1.0,1.006847619,1.0008219999999999,1.0198325000000001
1051,1994-09-29,10.5833,10.4167,1.016,1.007228571,1.000832,1.019370833
1052,1994-09-30,10.4167,10.5833,0.9843,1.0068523809999999,1.000362,1.018784167
1053,1994-10-03,10.5,10.5,1.0,1.007228571,1.000206,1.018259167
1054,1994-10-04,10.4167,10.3333,1.0081,1.007233333,1.000212,1.0178675
1055,1994-10-05,10.3333,10.3333,1.0,1.006466667,1.000056,1.017396667
1056,1994-10-06,10.3333,10.4167,0.992,1.006466667,0.9995860000000001,1.016796667
1057,1994-10-07,10.3333,10.3333,1.0,1.00722381,0.9994280000000001,1.016318333
1058,1994-10-10,10.3333,10.3333,1.0,1.007604762,0.9995860000000001,1.015901667
1059,1994-10-11,10.3333,10.3333,1.0,1.007980952,0.9997440000000001,1.01556
1060,1994-10-12,10.3333,10.3333,1.0,1.007604762,1.000054,1.015218333
1061,1994-10-13,10.25,10.4167,0.9840000000000001,1.006471429,0.999734,1.014671667
1062,1994-10-14,10.3333,10.3333,1.0,1.005728571,0.999576,1.014265
1063,1994-10-17,10.3333,10.3333,1.0,1.005361905,0.9997360000000001,1.014068333
1064,1994-10-18,10.25,10.3333,0.9919,1.003466667,0.999892,1.0135975
1065,1994-10-19,10.25,10.3333,0.9919,1.000795238,1.000048,1.0133975
1066,1994-10-20,10.25,10.25,1.0,0.999652381,0.999886,1.0132675
1067,1994-10-21,10.25,10.0833,1.0165,0.9992857140000001,1.0003739999999999,1.013140833
1068,1994-10-24,10.25,10.1667,1.0082,0.9989095240000001,1.0006959999999998,1.013010833
1069,1994-10-25,10.25,10.1667,1.0082,0.99967619,1.00086,1.012669167
1070,1994-10-26,10.1667,10.25,0.9919,0.9996666670000001,1.001322,1.0121850000000001
1071,1994-10-27,10.3333,10.0833,1.0248,1.000847619,1.001818,1.011975
1072,1994-10-28,10.25,10.25,1.0,1.0000857140000001,1.001818,1.011771667
1073,1994-10-31,10.3333,10.4167,0.992,1.000452381,1.001816,1.011219167
1074,1994-11-01,10.3333,10.25,1.0081,1.000838095,1.001978,1.010866667
1075,1994-11-02,10.3333,10.3333,1.0,1.000452381,1.0021360000000001,1.010525
1076,1994-11-03,10.3333,10.3333,1.0,1.000452381,1.0021360000000001,1.0102516670000001
1077,1994-11-04,10.25,10.25,1.0,1.0008333329999999,1.002608,1.0100466670000001
1078,1994-11-07,10.3333,10.1667,1.0164,1.001614286,1.003248,1.00977
1079,1994-11-08,10.3333,10.3333,1.0,1.001614286,1.003562,1.009430833
1080,1994-11-09,10.3333,10.1667,1.0164,1.002395238,1.00373,1.009504167
1081,1994-11-10,10.5,10.25,1.0244,1.0035571429999999,1.0043739999999999,1.009518333
1082,1994-11-11,10.3333,10.25,1.0081,1.004704762,1.004694,1.009195
1083,1994-11-14,10.3333,10.1667,1.0164,1.005485714,1.0048620000000001,1.009005833
1084,1994-11-15,10.1667,10.0,1.0167,1.006280952,1.004874,1.008615833
1085,1994-11-16,10.1667,10.0,1.0167,1.007461905,1.005368,1.008424167
1086,1994-11-17,10.25,10.25,1.0,1.007847619,1.005686,1.008095833
1087,1994-11-18,10.1667,10.0,1.0167,1.0086428570000001,1.0061799999999999,1.007775833
1088,1994-11-21,10.25,10.1667,1.0082,1.008247619,1.006502,1.007520833
1089,1994-11-22,10.25,10.1667,1.0082,1.008247619,1.006508,1.007265833
1090,1994-11-23,10.25,10.0833,1.0165,1.0086428570000001,1.006682,1.007146667
1091,1994-11-25,10.25,10.0833,1.0165,1.009814286,1.0067,1.00709
1092,1994-11-28,10.25,10.1667,1.0082,1.00902381,1.00671,1.0067675
1093,1994-11-29,10.3333,10.25,1.0081,1.009409524,1.006238,1.006644167
1094,1994-11-30,10.25,10.1667,1.0082,1.010180952,1.005442,1.006585833
1095,1994-12-01,10.25,10.1667,1.0082,1.0101857140000001,1.005126,1.006463333
1096,1994-12-02,10.25,10.1667,1.0082,1.01057619,1.0048059999999999,1.0064041670000001
1097,1994-12-05,10.25,10.3333,0.9919,1.010190476,1.004322,1.006145833
1098,1994-12-06,10.25,10.1667,1.0082,1.010580952,1.004644,1.00609
1099,1994-12-07,10.1667,10.1667,1.0,1.0098,1.004802,1.005899167
1100,1994-12-08,10.1667,10.0833,1.0083,1.0101952379999999,1.004968,1.005774167
1101,1994-12-09,10.0833,10.0833,1.0,1.009414286,1.004648,1.00571
1102,1994-12-12,10.1667,10.25,0.9919,1.007866667,1.0048,1.0055783329999999
1103,1994-12-13,10.0833,9.9167,1.0168,1.008280952,1.005136,1.0055891670000001
1104,1994-12-14,10.0833,10.0833,1.0,1.0075,1.004974,1.005395
1105,1994-12-15,9.9167,10.0,0.9917,1.006309524,1.004808,1.005195833
1106,1994-12-16,9.8333,9.8333,1.0,1.005514286,1.004968,1.0050666670000001
1107,1994-12-19,10.0,9.8333,1.0169,1.006319048,1.005306,1.005078333
1108,1994-12-20,9.8333,9.9167,0.9916,1.00512381,1.0051379999999999,1.005008333
1109,1994-12-21,9.8333,9.8333,1.0,1.004733333,1.0051379999999999,1.0046825000000001
1110,1994-12-22,9.75,9.8333,0.9915,1.003938095,1.004968,1.004353333
1111,1994-12-23,9.8333,9.8333,1.0,1.003152381,1.005288,1.004225833
1112,1994-12-27,9.75,9.8333,0.9915,1.001961905,1.005118,1.0039625
1113,1994-12-28,9.8333,9.6667,1.0172,1.002390476,1.005462,1.0038475
1114,1994-12-29,9.6667,9.8333,0.9831,1.0012,1.0052860000000001,1.003579167
1115,1994-12-30,10.5,10.6667,0.9844,1.000066667,1.005136,1.003385833
1116,1995-01-03,10.1667,10.1667,1.0,0.99967619,1.005136,1.003191667
1117,1995-01-04,10.0,10.0,1.0,0.9992857140000001,1.0048059999999999,1.002868333
1118,1995-01-05,9.8333,9.8333,1.0,0.9996714290000001,1.004642,1.0026075
1119,1995-01-06,9.9167,9.9167,1.0,0.999280952,1.004478,1.002346667
1120,1995-01-09,10.0,9.8333,1.0169,1.0000857140000001,1.0049780000000001,1.0023583329999999
1121,1995-01-10,9.9167,9.75,1.0171,1.000504762,1.004824,1.002371667
1122,1995-01-11,10.0833,9.8333,1.0254,1.001714286,1.005332,1.002518333
1123,1995-01-12,10.0833,9.75,1.0342,1.003728571,1.006176,1.002738333
1124,1995-01-13,9.9167,9.8333,1.0085,1.003333333,1.006184,1.0027441670000001
1125,1995-01-16,9.75,9.8333,0.9915,1.002928571,1.006014,1.002608333
1126,1995-01-17,9.75,9.75,1.0,1.00332381,1.006014,1.002479167
1127,1995-01-18,9.6667,9.8333,0.9831,1.002519048,1.005676,1.0022725000000001
1128,1995-01-19,9.9167,9.9167,1.0,1.001714286,1.005348,1.002338333
1129,1995-01-20,9.8333,9.9167,0.9916,1.001714286,1.00518,1.002334167
1130,1995-01-23,9.75,9.75,1.0,1.001714286,1.004852,1.002463333
1131,1995-01-24,9.8333,9.9167,0.9916,1.001719048,1.0041959999999999,1.0023933329999999
1132,1995-01-25,9.75,9.8333,0.9915,1.001314286,1.0038639999999999,1.002256667
1133,1995-01-26,9.8333,9.8333,1.0,1.001719048,1.003536,1.0023233329999999
1134,1995-01-27,9.9167,10.0,0.9917,1.000504762,1.003036,1.0023866670000001
1135,1995-01-30,9.8333,9.75,1.0085,1.001714286,1.002872,1.0025899999999999
1136,1995-01-31,9.8333,9.9167,0.9916,1.002057143,1.002704,1.0024525
1137,1995-02-01,10.0,10.0,1.0,1.002057143,1.00237,1.002518333
1138,1995-02-02,10.1667,10.0,1.0167,1.0028523809999998,1.00254,1.002723333
1139,1995-02-03,10.0833,10.0,1.0083,1.0032476190000001,1.002542,1.0027925
1140,1995-02-06,9.9167,10.0,0.9917,1.0028523809999998,1.002046,1.002983333
1141,1995-02-07,10.0,9.9167,1.0084,1.002447619,1.001884,1.003053333
1142,1995-02-08,10.1667,10.1667,1.0,1.001633333,1.0017200000000002,1.003053333
1143,1995-02-09,10.0833,10.0833,1.0,1.00042381,1.001558,1.003119167
1144,1995-02-10,10.25,10.0,1.025,0.999985714,1.001894,1.0033275
1145,1995-02-13,10.0,10.0833,0.9917,0.9991857140000001,1.001564,1.003324167
1146,1995-02-14,10.0833,10.0833,1.0,0.999590476,1.0014,1.003324167
1147,1995-02-15,10.0833,10.25,0.9837,0.998814286,1.001236,1.003385
1148,1995-02-16,10.25,10.0833,1.0165,1.000404762,1.0014020000000001,1.0036525
1149,1995-02-17,10.1667,10.0833,1.0083,1.0008,1.001568,1.0038525
1150,1995-02-21,10.1667,10.0,1.0167,1.001995238,1.001736,1.003925
1151,1995-02-22,10.0,10.1667,0.9836,1.001214286,1.001408,1.003853333
1152,1995-02-23,10.0,10.0833,0.9917,1.001219048,1.0014040000000002,1.00385
1153,1995-02-24,10.1667,10.1667,1.0,1.00162381,1.001068,1.0037833329999999
1154,1995-02-27,10.0,10.0833,0.9917,1.001228571,1.000902,1.00358
1155,1995-02-28,10.0,10.1667,0.9836,1.000842857,1.00074,1.0035100000000001
1156,1995-03-01,10.0833,10.1667,0.9918,1.000047619,1.0005760000000001,1.003574167
1157,1995-03-02,10.1667,10.0833,1.0083,1.000842857,1.000404,1.00371
1158,1995-03-03,10.0833,10.1667,0.9918,1.000452381,1.000408,1.0037075
1159,1995-03-06,10.0833,10.1667,0.9918,0.999266667,1.0002440000000001,1.003573333
1160,1995-03-07,10.0833,10.1667,0.9918,0.998480952,1.00025,1.0034399999999999
1161,1995-03-08,10.0833,10.1667,0.9918,0.9984857140000001,1.000086,1.003241667
1162,1995-03-09,10.0833,10.1667,0.9918,0.9976952379999999,1.000092,1.003109167
1163,1995-03-10,10.25,10.25,1.0,0.9976952379999999,0.999748,1.002845
1164,1995-03-13,10.3333,10.5,0.9841,0.996938095,0.999768,1.0023125
1165,1995-03-14,10.4167,10.5,0.9921,0.9953714290000001,0.999922,1.0020466670000001
1166,1995-03-15,10.4167,10.6667,0.9766,0.994652381,0.9994540000000001,1.00165
1167,1995-03-16,10.3333,10.5833,0.9764,0.9935285709999999,0.9989819999999999,1.0013191670000001
1168,1995-03-17,10.1667,10.4167,0.976,0.993161905,0.998502,1.001185
1169,1995-03-20,10.25,10.4167,0.9840000000000001,0.9916142859999999,0.998182,1.0011174999999999
1170,1995-03-21,10.1667,10.3333,0.9839,0.990452381,0.9975219999999999,1.000983333
1171,1995-03-22,10.0833,10.1667,0.9918,0.989266667,0.997016,1.000781667
1172,1995-03-23,10.25,10.3333,0.9919,0.989661905,0.996346,1.000845
1173,1995-03-24,10.25,10.5833,0.9685,0.988557143,0.9950319999999999,1.0005825000000002
1174,1995-03-27,10.3333,10.5,0.9841,0.9878,0.9945440000000001,1.0003825000000002
1175,1995-03-28,10.3333,10.5,0.9841,0.987438095,0.994396,1.00025
1176,1995-03-29,10.4167,10.3333,1.0081,0.988604762,0.9945579999999999,1.000384167
1177,1995-03-30,10.3333,10.5,0.9841,0.988238095,0.9945780000000001,1.0002516670000001
1178,1995-03-31,10.5,10.5,1.0,0.9878428570000001,0.9945780000000001,1.0002516670000001
1179,1995-04-03,10.3333,10.5,0.9841,0.98747619,0.9944280000000001,1.000119167
1180,1995-04-04,10.3333,10.5,0.9841,0.9871095240000001,0.99411,0.999986667
1181,1995-04-05,10.3333,10.5833,0.9764,0.98637619,0.993806,0.999923333
1182,1995-04-06,10.3333,10.5,0.9841,0.9860095240000001,0.993658,0.9997908329999999
1183,1995-04-07,10.3333,10.5,0.9841,0.985642857,0.99334,0.999658333
1184,1995-04-10,10.3333,10.5833,0.9764,0.984519048,0.993034,0.999529167
1185,1995-04-11,10.5,10.5833,0.9921,0.9849,0.992706,0.999530833
1186,1995-04-12,10.4167,10.5,0.9921,0.9849,0.9927159999999999,0.9994649999999999
1187,1995-04-13,10.4167,10.5,0.9921,0.985638095,0.9925579999999999,0.9992616670000001
1188,1995-04-17,10.8333,10.9167,0.9924,0.9864,0.992072,0.99913
1189,1995-04-18,11.0,10.9167,1.0076,0.987904762,0.992058,0.999125
1190,1995-04-19,11.25,10.9167,1.0305,0.990119048,0.992834,0.9994466670000001
1191,1995-04-20,11.0,11.0,1.0,0.990885714,0.9926659999999999,0.99924
1192,1995-04-21,10.6667,11.1667,0.9552,0.989142857,0.99177,0.998866667
1193,1995-04-24,10.75,10.8333,0.9923,0.989161905,0.9916159999999999,0.9988691670000001
1194,1995-04-25,10.75,10.8333,0.9923,0.990295238,0.9909620000000001,0.9987375
1195,1995-04-26,10.8333,10.8333,1.0,0.9910523809999999,0.9911280000000001,0.9987375
1196,1995-04-27,10.9167,10.8333,1.0077,0.99217619,0.991282,0.9988016670000001
1197,1995-04-28,10.9167,10.9167,1.0,0.9917904759999999,0.991608,0.9988016670000001
1198,1995-05-01,11.0,10.8333,1.0154,0.993280952,0.9915860000000001,0.998793333
1199,1995-05-02,11.0,11.0,1.0,0.993280952,0.9914200000000001,0.998793333
1200,1995-05-03,11.25,11.0833,1.015,0.994752381,0.9913860000000001,0.998781667
1201,1995-05-04,11.1667,11.0833,1.0075,0.995866667,0.991864,0.998640833
1202,1995-05-05,11.0833,11.1667,0.9925,0.996633333,0.9918799999999999,0.998510833
1203,1995-05-08,11.0833,11.1667,0.9925,0.997033333,0.9917299999999999,0.9983116670000001
1204,1995-05-09,11.1667,11.0833,1.0075,0.998147619,0.9920459999999999,0.998235
1205,1995-05-10,11.1667,11.0833,1.0075,0.9996285709999999,0.992524,0.998158333
1206,1995-05-11,11.6667,11.8333,0.9859,0.9993333329999999,0.9924059999999999,0.998040833
1207,1995-05-12,11.6667,11.6667,1.0,0.999709524,0.99224,0.997901667
1208,1995-05-15,11.4167,11.6667,0.9786,0.999066667,0.991976,0.997655
1209,1995-05-16,11.5833,11.4167,1.0146,1.00012381,0.992432,0.997708333
1210,1995-05-17,11.5,11.5833,0.9928,0.9994190479999999,0.992452,0.997510833
1211,1995-05-18,11.3333,11.5833,0.9784,0.996938095,0.9921840000000001,0.997193333
1212,1995-05-19,11.4167,11.5,0.9928,0.9965952379999999,0.9922040000000001,0.997065
1213,1995-05-22,11.5833,11.4167,1.0146,0.99942381,0.9924959999999999,0.997119167
1214,1995-05-23,11.5,11.5833,0.9928,0.999447619,0.99267,0.996990833
1215,1995-05-24,11.4167,11.4167,1.0,0.9998142859999999,0.992828,0.9969225
1216,1995-05-25,11.3333,11.3333,1.0,0.9998142859999999,0.993296,0.9968541670000001
1217,1995-05-26,11.4167,11.4167,1.0,0.999447619,0.993768,0.9969216670000001
1218,1995-05-30,11.4167,11.3333,1.0074,0.9998,0.994396,0.996915
1219,1995-05-31,11.3333,11.3333,1.0,0.999066667,0.9947159999999999,0.996915
1220,1995-06-01,11.4167,11.4167,1.0,0.999066667,0.9950379999999999,0.996845833
1221,1995-06-02,11.5833,11.5,1.0072,0.9986952379999999,0.995346,0.996905833
1222,1995-06-05,11.4167,11.3333,1.0074,0.9986904759999999,0.995656,0.997035
1223,1995-06-06,11.3333,11.6667,0.9714,0.9976857140000001,0.995714,0.996656667
1224,1995-06-07,11.4167,11.8333,0.9648,0.996366667,0.9953280000000001,0.996363333
1225,1995-06-08,11.5,11.75,0.9787,0.994995238,0.9952200000000001,0.9962549999999999
1226,1995-06-09,11.5833,11.5833,1.0,0.994638095,0.995058,0.9962549999999999
1227,1995-06-12,11.5833,11.6667,0.9929,0.994971429,0.9952340000000001,0.9960549999999999
1228,1995-06-13,11.5,11.5,1.0,0.994971429,0.9952340000000001,0.996125
1229,1995-06-14,11.4167,11.4167,1.0,0.9959904759999999,0.995552,0.996125
1230,1995-06-15,11.5,11.75,0.9787,0.994280952,0.995444,0.996018333
1231,1995-06-16,11.5833,11.5,1.0072,0.994966667,0.9960600000000001,0.9960783329999999
1232,1995-06-19,11.5833,11.5833,1.0,0.995995238,0.9963780000000001,0.996149167
1233,1995-06-20,11.5,11.5833,0.9928,0.995995238,0.996552,0.995945833
1234,1995-06-21,11.4167,11.5,0.9928,0.9949571429999999,0.9968799999999999,0.996026667
1235,1995-06-22,11.4167,11.5,0.9928,0.9949571429999999,0.9968940000000001,0.996096667
1236,1995-06-23,11.4167,11.5833,0.9856,0.9942714290000001,0.996764,0.995976667
1237,1995-06-26,11.4167,11.4167,1.0,0.9942714290000001,0.996922,0.995976667
1238,1995-06-27,11.4167,11.4167,1.0,0.9942714290000001,0.997074,0.995976667
1239,1995-06-28,11.4167,11.5,0.9928,0.99357619,0.996778,0.995916667
1240,1995-06-29,11.4167,11.3333,1.0074,0.993928571,0.996316,0.9958375
1241,1995-06-30,11.5,11.25,1.0222,0.994985714,0.9967600000000001,0.9958799999999999
1242,1995-07-03,11.5,11.25,1.0222,0.9957,0.9981,0.995853333
1243,1995-07-05,11.5,11.4167,1.0073,0.9956952379999999,0.9984,0.995629167
1244,1995-07-06,11.5,11.5,1.0,0.9970571429999999,0.998554,0.995558333
1245,1995-07-07,11.4167,11.75,0.9716,0.997380952,0.997986,0.9953924999999999
1246,1995-07-10,11.5,11.5833,0.9928,0.9980523809999999,0.9976879999999999,0.9953325000000001
1247,1995-07-11,11.4167,11.5833,0.9856,0.997366667,0.9974,0.995353333
1248,1995-07-12,11.4167,11.5,0.9928,0.997361905,0.996948,0.995293333
1249,1995-07-13,11.4167,11.5833,0.9856,0.99667619,0.99666,0.995243333
1250,1995-07-14,11.4167,11.3333,1.0074,0.997028571,0.996508,0.9953049999999999
1251,1995-07-17,11.4167,11.5,0.9928,0.9977,0.9962139999999999,0.995315
1252,1995-07-18,11.4167,11.3333,1.0074,0.997709524,0.9965120000000001,0.9954475
1253,1995-07-19,11.3333,11.0,1.0303,0.9991523809999999,0.997268,0.9957
1254,1995-07-20,10.5,10.5833,0.9921,0.999119048,0.9969600000000001,0.995703333
1255,1995-07-21,9.9167,10.25,0.9675,0.997914286,0.99616,0.9953616670000001
1256,1995-07-24,10.25,10.1667,1.0082,0.9986476190000001,0.996606,0.9955
1257,1995-07-25,10.25,10.1667,1.0082,0.99972381,0.99677,0.9955683329999999
1258,1995-07-26,10.0833,10.25,0.9837,0.9989476190000001,0.996872,0.995293333
1259,1995-07-27,10.0,10.0833,0.9917,0.998552381,0.9964139999999999,0.9951549999999999
1260,1995-07-28,9.8333,10.25,0.9593,0.9969571429999999,0.9957440000000001,0.994885
1261,1995-07-31,9.9167,9.9167,1.0,0.996604762,0.9961760000000001,0.994815
1262,1995-08-01,9.9167,10.1667,0.9754,0.99437619,0.995828,0.99461
1263,1995-08-02,10.0,10.0,1.0,0.9933190479999999,0.9955360000000001,0.99461
1264,1995-08-03,10.0,10.0,1.0,0.992971429,0.9956799999999999,0.994401667
1265,1995-08-04,10.0,9.9167,1.0084,0.9933714290000001,0.995848,0.994540833
1266,1995-08-07,10.0,10.0,1.0,0.99472381,0.995848,0.994540833
1267,1995-08-08,10.0,10.0,1.0,0.995066667,0.995848,0.994676667
1268,1995-08-09,10.0,9.9167,1.0084,0.9961523809999999,0.995868,0.994609167
1269,1995-08-10,10.0,10.0833,0.9917,0.9961,0.9957020000000001,0.9944708329999999
1270,1995-08-11,10.0,10.0833,0.9917,0.996390476,0.9955360000000001,0.9942625
1271,1995-08-14,10.0,9.9167,1.0084,0.996438095,0.99556,0.994469167
1272,1995-08-15,9.9167,9.9167,1.0,0.996780952,0.9954120000000001,0.9945383329999999
1273,1995-08-16,10.0,9.9167,1.0084,0.9968285709999999,0.996152,0.994608333
1274,1995-08-17,10.0833,10.0833,1.0,0.9953857140000001,0.996856,0.9946775
1275,1995-08-18,10.0833,10.1667,0.9918,0.9953714290000001,0.9971180000000001,0.994745833
1276,1995-08-21,10.25,10.25,1.0,0.996919048,0.9971180000000001,0.994814167
1277,1995-08-22,10.0833,10.0833,1.0,0.9965285709999999,0.99726,0.9947450000000001
1278,1995-08-23,10.0833,10.0833,1.0,0.996138095,0.99726,0.994813333
1279,1995-08-24,10.0833,10.0833,1.0,0.996914286,0.99726,0.994881667
1280,1995-08-25,10.0833,10.3333,0.9758,0.996157143,0.997202,0.994748333
1281,1995-08-28,10.1667,10.3333,0.9839,0.9973285709999999,0.9967360000000001,0.9946825
1282,1995-08-29,10.25,10.3333,0.9919,0.9969428570000001,0.996574,0.994683333
1283,1995-08-30,10.1667,10.25,0.9919,0.9977285709999999,0.996556,0.994615833
1284,1995-08-31,10.25,10.3333,0.9919,0.997342857,0.9965379999999999,0.994680833
1285,1995-09-01,10.3333,10.4167,0.992,0.996961905,0.9965219999999999,0.9946799999999999
1286,1995-09-05,10.5,10.4167,1.008,0.9969428570000001,0.99697,0.9949416670000001
1287,1995-09-06,10.3333,10.4167,0.992,0.996561905,0.9968100000000001,0.995071667
1288,1995-09-07,10.3333,10.5,0.9841,0.995804762,0.996492,0.995139167
1289,1995-09-08,10.4167,10.4167,1.0,0.995404762,0.9966360000000001,0.9952725
1290,1995-09-11,10.5,10.4167,1.008,0.996180952,0.996648,0.995473333
1291,1995-09-12,10.4167,10.5833,0.9843,0.995828571,0.9958899999999999,0.995410833
1292,1995-09-13,10.3333,10.5833,0.9764,0.9943047620000001,0.994974,0.995281667
1293,1995-09-14,10.3333,10.6667,0.9688,0.992819048,0.9942040000000001,0.995284167
1294,1995-09-15,10.4167,10.5833,0.9843,0.991671429,0.9938899999999999,0.995285833
1295,1995-09-18,10.6667,10.5833,1.0079,0.992047619,0.994616,0.995484167
1296,1995-09-19,10.4167,10.5833,0.9843,0.9916904759999999,0.9944459999999999,0.995285833
1297,1995-09-20,10.4167,10.5833,0.9843,0.9909428570000001,0.9944200000000001,0.9952875
1298,1995-09-21,10.3333,10.5833,0.9764,0.989819048,0.994092,0.995090833
1299,1995-09-25,10.3333,10.4167,0.992,0.989438095,0.9942200000000001,0.995156667
1300,1995-09-26,10.3333,10.3333,1.0,0.989438095,0.994072,0.995289167
1301,1995-09-27,10.3333,10.5833,0.9764,0.9894666670000001,0.9937440000000001,0.995289167
1302,1995-09-28,10.6667,10.5833,1.0079,0.990609524,0.9937540000000001,0.9954875
